id,price,discount,review_count,quantity_sold,rate_shop,shop_follow,count_code,rating_avarage
287,189.000 ₫,-44%,4,17,4.4,91,2,4.8
288,35.000 ₫,-30%,15,71,4.6,441,3,4.5
289,177.000 ₫,0,34,81,4.5,1843,1,4.6
290,1.400.000 ₫,-30%,4,5,4.7,5939,2,5.0
291,32.000 ₫,-20%,2,11,4.6,1843,1,5.0
292,239.000 ₫,0,49,207,4.2,13,1,4.1
293,179.000 ₫,0,8,20,4.2,82,2,4.8
294,11.000 ₫,0,3,6,4.4,135,0,5.0
295,45.000 ₫,-17%,2,4,4.5,1,1,4.5
296,235.000 ₫,0,2,2,5.0,6,4,5.0
297,55.000 ₫,0,1,3,2.6,10,1,1.0
298,129.000 ₫,-17%,46,134,4.3,215,2,4.3
299,195.000 ₫,0,33,110,4.4,135,1,4.4
300,91.000 ₫,-11%,7,44,4.7,14,1,4.7
301,123.000 ₫,0,2,15,4.3,86,2,4.0
302,324.000 ₫,-41%,81,197,4.7,2048,4,4.8
303,9.000 ₫,0,2,19,5.0,30,2,5.0
304,324.000 ₫,-28%,38,102,4.7,2048,4,4.8
305,219.000 ₫,0,11,31,4.4,91,2,4.6
306,39.000 ₫,-35%,3,14,4.6,1843,1,5.0
307,149.000 ₫,-17%,2,5,5.0,2,2,5.0
308,330.000 ₫,-17%,78,184,4.0,241,1,4.5
309,165.000 ₫,-23%,149,365,4.4,194,2,4.6
310,169.000 ₫,0,82,160,4.4,618,1,4.5
311,176.000 ₫,-5%,3,13,4.8,21708,5,5.0
312,379.000 ₫,-36%,15,38,4.6,19,1,4.6
313,1.794.000 ₫,-40%,20,45,4.5,8294,6,4.4
314,278.000 ₫,-43%,44,143,4.4,91,2,4.5
315,1.194.000 ₫,-40%,23,68,4.5,8294,6,4.9
316,223.500 ₫,0,47,147,4.5,1843,1,4.5
317,2.994.000 ₫,-40%,7,13,4.5,8294,6,4.6
318,39.000 ₫,0,441,1866,4.4,261,0,4.5
319,250.000 ₫,-40%,34,162,4.6,441,4,4.6
320,155.000 ₫,0,11,32,4.2,39,1,4.5
321,75.000 ₫,-25%,10,48,4.6,441,4,4.8
322,13.410 ₫,-10%,0,2,4.6,888,4,0.0
323,324.000 ₫,-28%,66,159,4.7,2048,4,4.7
324,249.000 ₫,-29%,55,171,4.6,1638,2,4.4
325,1.245.000 ₫,-50%,27,76,4.5,8294,6,4.5
326,195.000 ₫,0,11,25,4.5,1843,1,4.0
327,1.158.000 ₫,-8%,4,13,4.8,21708,6,5.0
328,470.000 ₫,0,102,387,4.6,1945,1,4.7
329,199.000 ₫,0,0,2,4.3,152,2,0.0
330,199.000 ₫,0,25,47,4.2,87,2,4.5
331,8.000 ₫,-20%,57,642,4.4,22,0,4.6
332,199.999 ₫,0,6,16,4.3,152,2,3.7
333,39.500 ₫,0,61,174,4.6,1638,3,4.8
334,35.000 ₫,0,23,162,4.6,57,0,4.8
335,60.000 ₫,0,4,14,4.7,304,3,5.0
336,74.250 ₫,-1%,5,21,4.2,19,1,4.0
337,569.000 ₫,-18%,133,272,4.7,2048,4,4.8
338,27.000 ₫,0,14,148,4.0,30,0,4.1
339,50.000 ₫,0,0,0,5.0,11,1,0.0
340,38.000 ₫,0,10,112,4.7,339,1,4.9
341,35.000 ₫,-36%,9,66,3.7,260,0,4.9
342,58.000 ₫,0,24,147,4.7,73,1,4.8
343,1.494.000 ₫,-40%,18,35,4.5,8294,6,4.9
344,65.500 ₫,-15%,30,225,4.5,10,2,4.8
345,35.000 ₫,-50%,14,114,4.6,441,3,0.0
346,599.000 ₫,-38%,20,57,4.7,2150,4,4.9
347,39.000 ₫,-32%,32,196,4.7,2252,0,4.8
348,75.000 ₫,0,12,36,4.1,15,1,4.5
349,25.000 ₫,-50%,218,1324,4.6,441,3,4.6
350,89.500 ₫,-50%,81,234,4.7,331,2,4.6
351,255.000 ₫,-27%,15,54,4.4,1228,1,4.5
352,563.000 ₫,-32%,73,183,4.7,2150,4,4.9
353,432.000 ₫,-7%,3,5,4.8,21708,5,4.0
354,648.000 ₫,0,3,3,4.2,17,2,3.0
355,189.000 ₫,0,4,8,4.4,91,2,3.8
356,239.000 ₫,0,4,11,4.4,91,2,0.0
357,239.000 ₫,0,9,24,4.5,17,1,0.0
358,86.000 ₫,-43%,9,42,4.6,441,4,0.0
359,30.000 ₫,0,5,16,4.4,18,0,3.2
360,1.445.000 ₫,-50%,3,7,4.5,514,5,4.7
361,109.000 ₫,-25%,2,5,4.2,82,2,4.0
362,165.000 ₫,-18%,7,17,4.0,36,2,4.1
363,169.000 ₫,0,1,4,4.0,47,1,5.0
364,350.000 ₫,0,12,16,4.3,129,1,4.5
365,5.290.000 ₫,0,1,2,4.6,147,2,5.0
366,179.000 ₫,-40%,4,9,4.7,719,5,4.8
367,60.000 ₫,0,6,29,4.4,18,1,5.0
368,179.000 ₫,0,4,10,4.4,618,1,4.8
369,148.500 ₫,0,11,34,4.5,1843,1,4.5
370,199.999 ₫,0,2,2,4.3,152,2,0.0
371,261.750 ₫,-25%,2,2,4.8,166,2,0.0
372,113.000 ₫,-12%,3,9,4.2,82,2,4.3
373,390.000 ₫,-19%,2,5,4.5,19,1,0.0
374,69.000 ₫,0,0,0,4.4,273,1,0.0
375,62.500 ₫,0,1,2,4.6,579,4,5.0
376,250.000 ₫,0,41,119,4.4,194,2,0.0
377,481.390 ₫,-9%,1,2,4.6,544,4,5.0
378,79.000 ₫,0,1,1,4.7,91,1,5.0
379,289.000 ₫,-36%,3,6,4.5,2457,3,0.0
380,125.000 ₫,0,2,3,4.6,3,1,5.0
381,548.000 ₫,-35%,33,66,4.7,2150,4,4.7
382,288.000 ₫,-17%,14,35,4.0,241,1,4.3
383,1.200.000 ₫,0,1,1,4.7,5939,2,5.0
384,98.000 ₫,0,1,2,3.4,4,1,3.0
385,260.000 ₫,0,9,46,3.4,4,1,0.0
386,590.000 ₫,0,3,4,4.6,3072,1,5.0
387,460.000 ₫,-50%,3,7,4.6,43,2,4.7
388,99.000 ₫,0,4,13,4.4,35,1,4.8
389,259.000 ₫,-35%,8,23,4.5,2457,3,4.6
390,156.000 ₫,0,9,12,4.5,1843,1,4.4
391,385.000 ₫,0,52,125,4.2,26,1,4.3
392,32.000 ₫,0,1,1,4.4,273,0,4.0
393,29.000 ₫,0,1,9,4.2,1331,3,0.0
394,99.000 ₫,0,16,41,4.2,169,1,4.0
395,185.000 ₫,0,12,36,4.5,1843,1,4.8
396,319.000 ₫,0,1,1,5.0,6,1,5.0
397,680.000 ₫,0,1,4,4.6,3072,1,4.0
398,109.000 ₫,0,1,8,4.3,3,1,5.0
399,89.500 ₫,-44%,10,25,4.7,331,2,4.6
400,990.000 ₫,0,2,14,4.4,137,2,4.5
401,99.000 ₫,0,1,4,4.3,14,2,0.0
402,498.000 ₫,-26%,1,1,4.4,71,1,0.0
403,290.000 ₫,-40%,1,1,4.6,43,2,5.0
404,75.000 ₫,-50%,16,103,4.6,441,4,0.0
405,326.690 ₫,-9%,16,36,4.6,544,4,4.6
406,1.200.000 ₫,-40%,1,5,4.7,5939,2,4.0
407,69.800 ₫,0,4,10,4.5,66,1,5.0
408,1.190.000 ₫,0,1,2,4.7,378,3,0.0
409,140.000 ₫,-50%,4,7,4.6,43,2,4.5
410,199.000 ₫,0,14,29,3.8,50,1,4.4
411,34.999 ₫,0,0,4,4.3,5,0,0.0
412,180.375 ₫,-35%,10,20,4.5,51,2,0.0
413,370.000 ₫,-17%,7,9,4.3,97,2,4.6
414,280.000 ₫,-20%,2,4,4.6,1,1,4.0
415,370.000 ₫,-17%,9,25,4.0,241,1,3.9
416,459.000 ₫,-23%,1,2,4.6,455,1,0.0
417,285.000 ₫,0,1,2,4.0,7,1,5.0
418,540.000 ₫,0,1,2,4.0,8,1,5.0
419,115.000 ₫,0,5,8,4.4,35,1,0.0
420,32.000 ₫,0,1,5,4.4,741,0,5.0
421,229.000 ₫,0,3,10,4.3,152,2,3.7
422,199.000 ₫,0,57,128,4.4,261,1,4.6
423,279.000 ₫,-30%,2,4,4.4,78,3,0.0
424,59.500 ₫,0,1,1,4.5,182,1,4.0
425,300.000 ₫,0,7,24,4.6,312,1,4.7
426,59.200 ₫,0,14,39,4.0,396,5,4.4
427,299.000 ₫,0,8,12,4.2,87,2,0.0
428,261.750 ₫,-25%,4,8,4.8,166,2,4.5
429,249.000 ₫,-17%,1,2,4.4,19,1,4.0
430,16.788 ₫,0,1,4,4.2,453,4,0.0
431,418.000 ₫,-54%,28,52,4.8,238,1,4.9
432,699.000 ₫,0,1,2,4.4,135,1,4.0
433,189.000 ₫,-17%,1,5,5.0,2,2,5.0
434,168.000 ₫,0,25,66,3.9,77,1,0.0
435,26.000 ₫,0,3,168,4.6,3,0,4.7
436,380.000 ₫,0,38,86,4.3,263,2,0.0
437,169.000 ₫,0,1,2,4.3,3,1,4.0
438,199.000 ₫,-17%,3,10,4.7,33,2,5.0
439,324.000 ₫,-28%,153,283,4.7,2048,4,0.0
440,223.500 ₫,0,53,169,4.5,1843,1,4.5
441,324.000 ₫,-28%,47,108,4.7,2048,4,0.0
442,27.000 ₫,0,3,7,4.2,169,0,0.0
443,39.000 ₫,0,5,14,3.9,48,2,4.8
444,375.000 ₫,-22%,3,8,4.6,43,2,4.3
445,305.100 ₫,-10%,3,11,4.5,51,1,0.0
446,175.000 ₫,-30%,2,9,4.4,19,1,2.5
447,269.000 ₫,-46%,1,1,4.3,237,4,4.0
448,339.000 ₫,0,1,2,4.9,21,4,5.0
449,523.000 ₫,0,32,61,4.3,263,2,0.0
450,339.000 ₫,0,4,13,4.9,21,4,5.0
451,950.000 ₫,-52%,1,4,4.7,32153,7,5.0
452,259.000 ₫,0,1,1,4.4,63,5,5.0
453,204.000 ₫,0,12,44,3.6,22,1,2.8
454,50.000 ₫,0,1,1,4.4,6,1,0.0
455,299.000 ₫,-23%,3,9,4.5,2457,3,4.7
456,610.000 ₫,0,1,8,4.6,3072,1,5.0
457,259.000 ₫,0,2,3,4.6,5,1,0.0
458,549.000 ₫,-31%,2,2,4.5,2457,3,5.0
459,189.000 ₫,-14%,8,25,4.4,104,5,3.9
460,70.000 ₫,0,0,3,4.4,4,1,0.0
461,795.000 ₫,0,23,57,4.7,32153,6,0.0
462,299.000 ₫,-25%,25,120,4.5,2457,3,0.0
463,261.750 ₫,-25%,1,4,4.8,166,2,5.0
464,299.000 ₫,0,1,1,4.7,5939,1,0.0
465,109.000 ₫,0,82,204,4.2,87,2,4.3
466,259.000 ₫,0,1,1,4.4,63,5,5.0
467,309.000 ₫,0,1,2,4.4,124,2,4.0
468,380.000 ₫,0,3,8,4.5,35,2,0.0
469,903.000 ₫,0,1,3,4.9,2662,5,4.0
470,326.690 ₫,-9%,8,26,4.6,544,4,4.8
471,565.000 ₫,-17%,3,13,4.1,77,1,0.0
472,259.000 ₫,-30%,19,46,4.5,2457,3,4.5
473,89.000 ₫,0,1,3,4.7,91,1,0.0
474,17.107 ₫,0,3,28,4.5,628,2,5.0
475,185.000 ₫,0,2,4,4.3,28,1,0.0
476,169.000 ₫,0,33,68,4.4,817,1,4.7
477,529.000 ₫,-32%,1,1,4.2,5,1,0.0
478,87.000 ₫,-25%,4,7,4.3,2355,4,4.8
479,262.990 ₫,-9%,3,7,4.6,544,4,0.0
480,165.000 ₫,0,20,61,4.4,618,1,4.2
481,175.000 ₫,0,2,4,4.2,169,1,4.5
482,16.999 ₫,0,2,17,4.5,317,1,0.0
483,376.000 ₫,-59%,2,6,4.5,185,1,5.0
484,119.000 ₫,-42%,1,1,4.4,242,2,0.0
485,598.500 ₫,0,2,3,3.9,248,2,4.5
486,450.000 ₫,-50%,2,3,4.6,77,2,0.0
487,550.000 ₫,0,3,5,4.6,3072,1,4.7
488,580.000 ₫,0,8,10,4.6,3072,1,4.8
489,75.000 ₫,-50%,7,42,4.6,441,4,4.7
490,260.000 ₫,0,1,4,4.7,286,2,0.0
491,349.000 ₫,-21%,2,5,4.4,8,1,3.5
492,339.000 ₫,0,14,36,4.3,263,2,4.5
493,249.000 ₫,0,1,10,4.3,86,1,5.0
494,169.000 ₫,0,28,75,4.4,817,1,0.0
495,5.000 ₫,0,1,13,4.7,28,0,5.0
496,259.000 ₫,0,1,1,4.4,63,5,1.0
497,179.000 ₫,0,4,10,4.4,618,1,0.0
498,175.000 ₫,-50%,5,21,4.2,495,2,4.2
499,45.000 ₫,0,2,5,4.2,75,1,3.0
500,21.990 ₫,0,1,3,4.2,453,4,5.0
501,73.000 ₫,0,6,41,4.0,214,1,0.0
502,290.000 ₫,-19%,2,5,4.6,43,2,5.0
503,179.000 ₫,0,3,5,4.4,817,1,5.0
504,66.000 ₫,0,0,0,4.1,17,5,0.0
505,149.000 ₫,0,23,52,4.4,618,1,4.6
506,129.000 ₫,0,9,61,3.9,24,1,2.6
507,188.600 ₫,0,1,1,4.3,152,2,5.0
508,365.000 ₫,0,14,43,4.8,302,1,0.0
509,319.000 ₫,-35%,8,22,4.6,19,1,0.0
510,405.000 ₫,0,11,33,4.6,77,2,4.5
511,89.000 ₫,0,3,19,3.7,2,1,4.7
512,229.000 ₫,-36%,44,93,4.4,622,1,4.6
513,780.000 ₫,0,2,2,4.3,95,1,0.0
514,75.000 ₫,0,7,20,4.1,29,1,4.1
515,2.030.000 ₫,-30%,3,6,4.7,5939,2,4.7
516,44.000 ₫,0,6,48,4.4,135,0,4.8
517,103.000 ₫,-25%,7,17,4.1,27,2,0.0
518,270.000 ₫,0,4,19,4.1,22,1,0.0
519,1.794.000 ₫,-40%,5,14,4.5,8294,6,4.2
520,405.000 ₫,0,10,26,4.5,1843,1,4.3
521,269.000 ₫,-23%,108,302,4.5,2457,3,4.6
522,297.000 ₫,-41%,1,6,4.3,237,4,4.0
523,320.000 ₫,-33%,6,14,4.7,2150,4,0.0
524,185.000 ₫,-24%,11,27,4.4,242,2,4.8
525,1.074.000 ₫,-40%,8,26,4.5,8294,6,4.9
526,349.000 ₫,0,6,13,4.5,15,1,4.8
527,69.000 ₫,-12%,10,30,4.3,244,2,4.5
528,50.000 ₫,0,2,26,4.4,135,1,5.0
529,89.000 ₫,0,16,40,4.8,302,1,5.0
530,420.000 ₫,0,3,11,4.5,1843,1,4.7
531,1.494.000 ₫,-40%,6,12,4.5,8294,6,4.7
532,319.000 ₫,-29%,11,30,4.5,2457,3,0.0
533,399.000 ₫,-20%,4,10,4.5,2457,3,4.5
534,529.000 ₫,-33%,1,1,4.2,5,1,5.0
535,1.194.000 ₫,-40%,12,27,4.5,8294,6,4.8
536,279.000 ₫,-27%,8,25,4.5,2457,3,4.4
537,149.000 ₫,0,4,9,3.9,96,1,4.0
538,30.000 ₫,-50%,3,21,4.6,77,1,4.7
539,120.000 ₫,-50%,4,26,4.6,441,4,4.8
540,162.000 ₫,0,34,105,4.5,46,1,0.0
541,70.000 ₫,0,3,13,4.6,4,1,5.0
542,199.000 ₫,-43%,2,5,4.4,91,2,4.5
543,16.000 ₫,0,10,53,3.9,48,2,4.4
544,128.240 ₫,-49%,3,8,4.5,8,1,4.7
545,227.000 ₫,-7%,9,28,4.4,14,1,4.2
546,1.495.000 ₫,-50%,14,50,4.5,8294,6,2.0
547,420.000 ₫,0,1,1,2.7,3,1,4.1
548,169.000 ₫,0,5,13,4.4,817,1,4.0
549,129.000 ₫,0,2,6,4.5,109,4,5.0
550,70.000 ₫,0,1,4,4.6,4,1,5.0
551,218.000 ₫,0,3,5,4.4,92,2,3.7
552,395.000 ₫,0,1,5,4.6,93,1,0.0
553,399.000 ₫,-11%,1,4,4.0,36,2,5.0
554,538.000 ₫,-29%,1,1,4.3,6,1,5.0
555,1.158.000 ₫,-8%,6,9,4.8,21708,6,5.0
556,399.000 ₫,0,2,7,4.4,135,1,4.0
557,89.500 ₫,-44%,7,25,4.7,331,2,4.6
558,246.000 ₫,-12%,14,41,4.6,544,4,4.9
559,1.200.000 ₫,-37%,1,2,4.7,5939,2,5.0
560,348.000 ₫,-18%,1,2,4.5,34,1,0.0
561,93.000 ₫,0,19,62,4.8,302,1,4.9
562,1.575.000 ₫,-30%,1,1,4.7,5939,2,5.0
563,325.000 ₫,0,1,1,4.7,120,1,5.0
564,150.000 ₫,-9%,41,91,4.5,312,1,4.5
565,399.000 ₫,0,7,37,4.9,21,4,0.0
566,91.000 ₫,0,3,12,3.8,101,1,0.0
567,1.085.000 ₫,-30%,3,5,4.7,5939,2,4.7
568,399.000 ₫,0,1,0,4.4,31,1,5.0
569,199.000 ₫,0,1,2,4.3,152,2,4.0
570,651.000 ₫,-54%,5,11,4.8,598,16,4.2
571,310.000 ₫,-38%,5,15,4.3,237,4,3.4
572,268.000 ₫,-17%,2,7,4.4,71,1,2.5
573,176.000 ₫,-5%,6,21,4.8,21708,5,4.8
574,298.500 ₫,0,4,5,4.5,2,2,5.0
575,86.110 ₫,-21%,1,1,4.2,1843,1,0.0
576,255.000 ₫,-27%,13,49,4.4,1228,1,4.5
577,339.000 ₫,0,2,12,4.8,90,2,5.0
578,258.000 ₫,-48%,1,2,4.3,237,4,1.0
579,219.000 ₫,-37%,5,14,4.4,91,2,4.6
580,139.000 ₫,-50%,65,148,4.7,135,2,5.0
581,89.000 ₫,-35%,2,2,4.6,21,2,4.6
582,176.000 ₫,-5%,1,5,4.8,21708,5,5.0
583,1.194.000 ₫,-40%,6,14,4.5,8294,5,4.8
584,181.000 ₫,-7%,11,29,4.8,21708,6,0.0
585,30.000 ₫,0,11,37,4.4,261,0,4.8
586,176.000 ₫,-5%,2,2,4.8,21708,5,5.0
587,60.000 ₫,-8%,2,7,4.6,85,2,3.5
588,15.000 ₫,0,4,30,4.2,169,0,5.0
589,229.000 ₫,-43%,1,1,4.4,104,5,1.0
590,149.000 ₫,-50%,1,4,4.7,135,2,5.0
591,24.825 ₫,0,1,19,4.1,79,0,0.0
592,260.000 ₫,0,10,29,4.1,22,1,4.1
593,519.000 ₫,0,3,6,4.0,24,1,3.0
594,249.000 ₫,0,5,7,4.5,1843,1,4.2
595,178.000 ₫,0,2,3,4.4,18,1,4.5
596,40.000 ₫,0,4,12,4.7,304,2,4.8
597,1.194.000 ₫,-40%,8,29,4.5,8294,6,0.0
598,520.000 ₫,0,5,11,4.7,809,4,5.0
599,179.000 ₫,0,1,1,4.8,0,1,5.0
600,56.000 ₫,0,14,93,4.2,39,1,4.6
601,139.000 ₫,0,5,22,4.4,261,1,4.0
602,336.000 ₫,-33%,1,5,4.3,237,4,2.0
603,345.000 ₫,0,102,322,4.8,11,1,4.8
604,1.794.000 ₫,-40%,1,7,4.5,8294,6,0.0
605,37.000 ₫,0,1,1,4.4,18,0,5.0
606,150.000 ₫,-17%,18,44,4.5,91,1,4.7
607,529.000 ₫,-5%,3,4,4.1,1843,3,3.7
608,159.000 ₫,-21%,3,12,4.4,8,1,4.7
609,180.000 ₫,0,2,2,4.0,30,1,3.0
610,40.000 ₫,-50%,1,7,4.3,14,1,4.0
611,261.750 ₫,-25%,1,5,4.8,166,2,0.0
612,163.500 ₫,0,53,107,4.5,1843,1,4.5
613,30.000 ₫,0,9,47,4.8,14,0,4.9
614,223.500 ₫,0,15,56,4.5,1843,1,4.7
615,25.000 ₫,0,17,41,3.9,48,2,4.6
616,159.000 ₫,0,12,36,4.5,106,1,4.1
617,1.074.000 ₫,0,28,55,4.4,817,1,0.0
618,169.000 ₫,-40%,16,71,4.5,8294,6,0.0
619,99.000 ₫,-34%,13,49,4.6,1638,2,0.0
620,1.750.000 ₫,0,10,44,4.7,5939,2,4.9
621,998.000 ₫,-50%,2,6,4.7,32153,7,3.0
622,849.000 ₫,0,1,3,4.4,135,2,4.0
623,79.000 ₫,0,14,50,4.5,92,1,0.0
624,35.000 ₫,-42%,6,28,4.6,441,3,4.8
625,199.000 ₫,-23%,1,5,4.4,91,2,4.0
626,185.000 ₫,-17%,4,11,4.7,33,2,4.8
627,455.000 ₫,0,1,1,4.3,74,1,4.0
628,410.000 ₫,0,1,2,4.7,34,1,0.0
629,189.000 ₫,0,169,443,4.5,1843,1,0.0
630,585.000 ₫,0,7,23,4.3,121,2,4.3
631,418.000 ₫,-58%,4,9,4.8,598,16,4.5
632,650.000 ₫,0,4,6,4.7,378,2,5.0
633,376.000 ₫,-59%,1,2,4.5,185,1,5.0
634,375.000 ₫,-22%,2,11,4.6,43,2,0.0
635,6.650 ₫,-5%,2,19,4.2,2867,1,5.0
636,450.000 ₫,0,4,13,4.1,155,1,0.0
637,290.000 ₫,0,4,10,4.0,22,1,4.3
638,2.500.000 ₫,0,2,5,4.7,5939,2,4.0
639,176.000 ₫,0,0,5,4.1,27,2,0.0
640,220.000 ₫,-15%,6,14,4.7,102,1,4.8
641,98.000 ₫,0,3,3,4.4,4,1,5.0
642,336.000 ₫,-33%,1,1,4.3,237,4,0.0
643,604.000 ₫,-25%,3,5,4.8,598,16,4.3
644,4.500.000 ₫,0,1,1,4.9,237,2,5.0
645,1.395.000 ₫,0,10,26,4.7,32153,7,4.0
646,356.000 ₫,-10%,1,4,4.8,21708,5,4.5
647,449.000 ₫,-59%,2,5,4.8,598,16,5.0
648,320.000 ₫,0,2,8,4.5,35,2,4.5
649,900.000 ₫,0,12,51,4.6,3072,2,0.0
650,89.500 ₫,-44%,39,138,4.7,331,2,0.0
651,1.805.000 ₫,-5%,82,571,4.7,2048,3,4.6
652,245.000 ₫,0,2,7,4.2,122,2,2.0
653,235.000 ₫,0,7,29,4.7,286,2,0.0
654,199.000 ₫,0,5,12,4.2,87,2,4.3
655,129.000 ₫,0,27,55,4.2,87,2,4.0
656,69.000 ₫,0,1,26,4.2,5,1,5.0
657,246.750 ₫,-25%,45,120,4.8,166,2,4.8
658,2.490.000 ₫,0,1,1,4.6,1433,4,5.0
659,450.000 ₫,0,2,7,3.4,8,2,4.5
660,65.000 ₫,0,7,32,4.0,7,1,4.6
661,149.000 ₫,-50%,1,3,4.3,846,1,0.0
662,449.000 ₫,-10%,1,4,4.8,21708,5,0.0
663,149.000 ₫,0,20,49,4.4,124,2,4.6
664,1.498.000 ₫,-50%,1,1,4.7,32153,7,5.0
665,69.000 ₫,0,14,46,4.0,30,1,3.5
666,496.000 ₫,-26%,1,1,4.4,71,1,4.0
667,99.000 ₫,0,22,62,3.9,94,1,0.0
668,222.000 ₫,0,4,9,3.1,27,1,2.8
669,450.000 ₫,0,1,8,4.5,57,1,4.0
670,77.350 ₫,-35%,1,4,4.5,51,2,4.0
671,52.000 ₫,0,101,400,4.5,628,3,4.7
672,1.606.000 ₫,-5%,1,3,4.9,2662,5,5.0
673,329.000 ₫,-34%,21,52,4.5,109,4,0.0
674,220.000 ₫,0,7,46,4.3,95,1,4.3
675,250.000 ₫,-50%,4,9,4.3,237,4,0.0
676,24.999 ₫,0,1,16,4.6,11,0,4.0
677,178.500 ₫,-49%,1,1,4.5,8,1,5.0
678,199.000 ₫,-50%,31,101,4.3,846,1,4.5
679,169.000 ₫,0,1,3,4.4,91,2,0.0
680,110.000 ₫,-12%,1,4,4.6,2764,2,5.0
681,118.000 ₫,-26%,1,4,4.2,82,2,5.0
682,520.000 ₫,-48%,1,1,4.4,104,5,5.0
683,590.000 ₫,-50%,9,22,4.6,77,2,4.8
684,325.000 ₫,-17%,1,3,4.1,77,1,5.0
685,89.000 ₫,0,3,38,4.1,75,1,0.0
686,258.000 ₫,-48%,5,17,4.3,237,4,5.0
687,359.000 ₫,0,57,126,4.3,263,2,4.5
688,173.000 ₫,-24%,10,19,4.4,242,2,4.6
689,65.000 ₫,0,3,6,4.7,3,1,4.3
690,239.250 ₫,-25%,1,3,4.8,166,2,0.0
691,9.500 ₫,0,66,747,4.2,22,3,4.5
692,99.000 ₫,-23%,0,0,4.3,152,2,0.0
693,199.999 ₫,0,2,2,4.4,135,1,3.5
694,119.000 ₫,0,58,135,4.2,87,2,4.4
695,261.750 ₫,-25%,10,35,4.8,166,2,4.9
696,247.000 ₫,-29%,11,46,4.6,441,4,0.0
697,254.250 ₫,-25%,11,28,4.8,166,2,0.0
698,359.000 ₫,0,108,241,4.2,13,1,4.4
699,65.000 ₫,0,1,2,4.7,7,1,5.0
700,15.000 ₫,0,1,1,4.2,144,3,5.0
701,565.000 ₫,-33%,3,8,4.7,2150,4,4.3
702,169.000 ₫,0,4,13,4.4,817,1,4.5
703,297.000 ₫,-41%,2,8,4.3,237,4,0.0
704,335.000 ₫,-20%,1,4,4.4,8,1,0.0
705,565.000 ₫,-33%,7,36,4.7,2150,4,0.0
706,99.000 ₫,0,28,379,4.3,76,1,4.3
707,790.000 ₫,0,2,27,4.1,1,1,4.5
708,34.000 ₫,-17%,1,1,4.6,85,2,5.0
709,3.355.000 ₫,0,1,1,4.0,37,2,0.0
710,73.000 ₫,0,4,9,4.4,18,1,5.0
711,399.000 ₫,0,19,48,4.7,91,1,4.5
712,96.000 ₫,0,2,4,4.3,263,2,4.5
713,82.999 ₫,0,1,1,4.1,20,1,0.0
714,268.000 ₫,0,2,4,4.4,91,2,5.0
715,750.000 ₫,0,3,6,4.6,3072,1,5.0
716,50.000 ₫,-29%,4,12,4.0,361,1,5.0
717,350.000 ₫,-25%,9,39,4.6,441,4,0.0
718,238.500 ₫,0,30,65,4.5,1843,1,4.7
719,52.000 ₫,-47%,7,17,4.1,1843,3,0.0
720,40.000 ₫,0,38,921,4.5,32,1,4.7
721,132.000 ₫,0,0,2,4.4,28,1,0.0
722,35.000 ₫,0,28,121,4.5,312,0,0.0
723,470.000 ₫,0,6,16,4.7,809,4,0.0
724,54.000 ₫,0,5,69,4.7,304,3,4.6
725,209.000 ₫,0,1,1,4.3,152,2,5.0
726,89.500 ₫,-44%,1,2,4.7,331,2,0.0
727,249.000 ₫,-38%,30,80,4.5,2457,3,4.6
728,139.000 ₫,-17%,7,25,4.7,33,2,4.9
729,297.000 ₫,0,5,18,4.3,237,4,0.0
730,165.000 ₫,-41%,5,11,4.5,57,1,4.2
731,125.000 ₫,0,39,220,3.9,248,2,0.0
732,350.000 ₫,0,8,28,4.5,35,2,4.8
733,90.000 ₫,0,5,31,4.7,3,1,3.6
734,1.260.000 ₫,-30%,1,3,4.7,5939,2,0.0
735,65.000 ₫,-50%,72,183,4.7,331,2,0.0
736,339.000 ₫,-23%,0,0,4.3,152,2,0.0
737,297.000 ₫,-41%,5,11,4.3,237,4,4.4
738,210.000 ₫,0,1,2,4.8,3,1,5.0
739,269.000 ₫,0,6,23,4.2,87,2,0.0
740,1.472.000 ₫,-5%,12,139,4.7,2048,3,0.0
741,250.000 ₫,-50%,9,66,4.3,237,4,0.0
742,34.999 ₫,0,6,36,4.6,11,0,4.7
743,437.000 ₫,-53%,1,1,4.2,702,10,4.0
744,139.000 ₫,-17%,13,30,4.7,33,2,4.7
745,300.000 ₫,0,3,7,4.3,97,2,5.0
746,264.000 ₫,-45%,2,3,4.3,66,5,0.0
747,259.000 ₫,0,5,35,4.4,63,5,0.0
748,399.000 ₫,0,4,23,4.3,516,1,5.0
749,756.000 ₫,0,1,1,4.3,263,2,4.5
750,128.000 ₫,0,4,8,4.2,82,2,4.8
751,310.000 ₫,-31%,11,29,4.7,2150,4,4.5
752,520.000 ₫,0,6,15,4.7,809,4,0.0
753,240.000 ₫,0,2,10,4.1,22,1,0.0
754,1.360.000 ₫,0,1,2,4.0,29,2,5.0
755,59.000 ₫,0,10,48,4.7,73,1,4.7
756,20.000 ₫,-33%,6,47,4.6,441,3,4.8
757,139.000 ₫,0,5,10,3.9,24,1,4.8
758,349.999 ₫,0,2,7,4.4,135,1,5.0
759,205.000 ₫,-18%,1,1,4.6,1,1,0.0
760,229.000 ₫,-20%,1,2,4.4,8,1,0.0
761,507.000 ₫,0,1,3,4.6,12,1,5.0
762,470.000 ₫,0,9,13,4.7,809,4,4.9
