,price,discount,review_count,quantity_sold,rate_shop,shop_follow,count_code,rating_avarage
37,199.000 ₫,-20%,21,105,4.3,139,5,4.5
38,109.000 ₫,-71%,3,41,4.7,952,3,5
39,40.000 ₫,0,134,567,4.0,626,0,4.1
40,82.000 ₫,-7%,138,507,3.8,414,2,4.2
41,99.000 ₫,-23%,83,313,4.6,2457,5,4.5
42,99.000 ₫,-45%,398,832,4.7,2662,5,4.6
43,124.000 ₫,0,41,106,4.7,952,3,4.9
44,429.000 ₫,-58%,15,67,4.5,5222,1,4.3
45,159.000 ₫,-50%,15,76,3.9,565,7,0
46,120.000 ₫,0,17,57,4.5,2048,4,4.6
47,92.000 ₫,-49%,534,1809,4.5,5222,7,4.7
48,59.000 ₫,0,17,46,3.5,1536,3,0
49,44.000 ₫,-48%,21,301,4.7,849,1,4.1
50,163.000 ₫,0,12,35,3.9,11673,3,4.8
51,199.000 ₫,0,6,10,4.7,952,3,3.7
52,117.000 ₫,-55%,41,146,3.9,565,1,4.8
53,139.000 ₫,-56%,32,90,4.7,952,3,4.8
54,168.000 ₫,-52%,333,928,4.6,3276,2,4.6
55,141.000 ₫,-29%,340,880,4.5,2048,5,4.8
56,99.000 ₫,0,52,117,4.7,2662,5,4.6
57,129.000 ₫,0,136,311,4.4,489,5,4.5
58,90.000 ₫,0,40,127,4.0,626,1,3.3
59,269.000 ₫,-47%,171,447,4.4,3584,5,3.5
60,149.000 ₫,-28%,96,199,4.5,335,1,4.6
61,177.000 ₫,-23%,96,330,4.5,2048,5,0
62,179.600 ₫,-25%,111,461,4.7,2969,4,4.6
63,182.000 ₫,-52%,47,190,4.5,2048,4,4.6
64,116.000 ₫,-42%,16,52,3.8,189,4,4.1
65,39.000 ₫,-29%,90,330,4.3,4812,2,4.7
66,189.000 ₫,-48%,22,82,4.5,2048,3,0
67,118.000 ₫,0,2,13,4.4,75,1,4.5
68,199.000 ₫,-67%,22,80,4.7,952,3,4.9
69,128.250 ₫,-5%,6,12,2.9,504,1,2.7
70,25.000 ₫,-50%,460,2473,4.5,5222,6,4.4
71,79.000 ₫,0,64,235,4.2,173,3,4.6
72,59.000 ₫,-41%,944,3162,4.2,665,1,4.3
73,122.000 ₫,-35%,162,386,4.5,5222,7,0
74,123.000 ₫,-31%,396,916,4.2,665,1,4.3
75,123.000 ₫,0,3,8,4.3,530,5,3.3
76,119.000 ₫,-52%,36,14,4.7,952,3,5
77,282.450 ₫,-43%,4,91,4.7,2662,5,4.9
78,99.000 ₫,0,21,121,4.5,2048,4,4.9
79,199.000 ₫,-62%,29,129,4.7,952,3,4.9
80,139.000 ₫,-22%,127,407,4.6,1843,4,4.6
81,245.000 ₫,-50%,37,2599,4.2,665,1,4.4
82,143.000 ₫,-42%,521,121,4.6,952,3,4.8
83,169.000 ₫,-64%,5,29,4.7,236,1,4.8
84,100.000 ₫,0,209,518,4.3,530,5,4.3
85,281.000 ₫,-33%,19,51,4.7,365,3,4.7
86,194.000 ₫,-32%,1177,3851,4.7,2867,3,4.6
87,123.000 ₫,-41%,7,10,4.5,2048,4,0
88,199.000 ₫,-67%,29,83,4.7,952,3,4.9
89,85.990 ₫,0,4,10,4.4,273,1,5
90,68.000 ₫,0,79,304,4.2,51,1,4.1
91,122.000 ₫,-51%,150,448,4.7,952,3,4.8
92,159.000 ₫,-58%,23,72,4.5,2048,4,4.8
93,114.000 ₫,-67%,39,120,4.7,952,3,4.4
94,199.000 ₫,-26%,81,268,4.7,802,1,4.8
95,99.000 ₫,-34%,9,59,4.7,2867,3,4.7
96,269.000 ₫,0,10,99,4.4,463,1,4.2
97,95.000 ₫,0,444,5000+,4.7,2969,4,4.8
98,89.500 ₫,-28%,24,173,4.7,11264,3,4.9
99,39.000 ₫,0,3,3,4.0,279,1,5
100,199.000 ₫,-54%,54,179,4.7,952,3,4.7
101,65.000 ₫,-35%,251,705,4.3,1843,2,4.3
102,178.500 ₫,-49%,17,49,4.6,1740,4,4.1
103,106.000 ₫,-15%,253,773,3.8,414,2,0
104,110.000 ₫,-12%,289,1502,4.7,2867,4,4.5
105,210.000 ₫,-45%,36,106,4.5,2048,3,0
106,119.000 ₫,-48%,167,538,4.5,5222,7,4.6
107,519.000 ₫,-23%,142,454,4.6,3276,2,4.8
108,199.000 ₫,-67%,30,93,4.7,952,3,4.9
109,81.000 ₫,0,6,30,4.3,1331,3,4.7
110,270.000 ₫,-24%,0,0,4.7,11161,5,0
111,79.000 ₫,-47%,139,453,4.5,414,2,3.7
112,119.000 ₫,-20%,11,79,3.8,5222,7,0
113,282.450 ₫,-40%,13,29,4.7,952,3,4.8
114,12.800 ₫,0,7,88,4.4,273,0,4.1
115,119.000 ₫,-25%,3,17,4.7,11161,5,4.5
116,65.000 ₫,0,55,186,3.9,849,1,4.7
117,123.000 ₫,0,4,39,4.4,26,1,4.5
118,11.000 ₫,0,71,223,3.5,1536,2,4.2
119,149.000 ₫,0,207,771,4.4,292,4,4.2
120,95.000 ₫,-30%,68,175,4.2,1843,5,4.4
121,159.000 ₫,-71%,11,34,4.7,952,3,4.5
122,149.000 ₫,-12%,557,1897,4.7,802,1,4.7
123,160.000 ₫,-20%,0,0,4.7,11161,5,0
124,222.000 ₫,0,48,124,4.7,2662,5,4.8
125,149.000 ₫,-37%,1042,3556,4.5,5222,7,4.5
126,79.300 ₫,-17%,78,673,4.4,8,1,4.7
127,185.000 ₫,0,38,134,4.7,174,1,4.1
128,99.000 ₫,0,27,50,3.6,2969,4,5
129,55.000 ₫,0,8,92,4.7,34,1,4.7
130,189.000 ₫,0,14,27,4.7,208,1,4.7
131,0,0,197,544,4.6,1740,4,0
132,48.000 ₫,0,69,164,3.5,1536,3,3.7
133,213.000 ₫,-40%,39,202,4.7,11161,5,4.9
134,92.000 ₫,0,86,208,4.3,559,5,4.5
135,199.000 ₫,-47%,9,27,4.7,952,3,4.8
136,225.000 ₫,-31%,7,24,4.4,3584,5,3.5
137,129.000 ₫,-35%,30,77,3.5,1536,2,3.5
138,21.000 ₫,0,231,1210,4.7,245,5,5
139,45.000 ₫,0,22,70,3.9,849,1,3.9
140,0,0,68,22,4.7,11161,5,5
141,236.000 ₫,-21%,6,215,4.8,238,4,4.4
142,235.000 ₫,-29%,48,144,4.6,1843,1,0
143,77.000 ₫,-22%,96,808,4.7,847,2,4.8
144,75.000 ₫,-46%,34,147,4.6,1843,4,4.9
145,72.000 ₫,0,13,42,4.6,14,1,4.5
146,115.000 ₫,0,41,133,4.0,626,1,4.2
147,99.000 ₫,0,10,24,4.0,626,1,3.6
148,92.000 ₫,-57%,302,1223,4.1,1536,2,4.4
149,199.000 ₫,-67%,18,68,4.7,952,3,4.9
150,225.000 ₫,-20%,19,64,4.7,11673,4,4.7
151,435.000 ₫,-32%,188,505,4.7,245,5,4.9
152,95.000 ₫,-36%,30,148,4.7,802,1,4.9
153,93.000 ₫,0,29,94,4.6,148,2,4.5
154,155.000 ₫,-44%,93,266,4.7,11673,4,4.7
155,79.000 ₫,0,9,19,4.3,570,1,0
156,149.000 ₫,-32%,168,652,4.5,2048,4,4.8
157,26.000 ₫,-35%,19,34,4.5,5222,6,5
158,189.000 ₫,-35%,125,341,4.8,1843,4,4.8
159,139.000 ₫,-44%,57,203,4.6,408,1,4.8
160,578.000 ₫,-39%,12,31,4.8,238,2,5
161,882.000 ₫,-54%,2,3,4.8,6553,7,4.7
162,53.500 ₫,0,6,16,4.4,273,1,4.8
163,134.000 ₫,-46%,105,430,4.7,2867,3,0
164,215.000 ₫,-46%,45,188,4.7,11673,4,4.4
165,139.000 ₫,-43%,66,119,4.7,2867,3,4.9
166,99.000 ₫,-43%,35,144,4.5,2048,4,4.5
167,224.000 ₫,-29%,70,258,4.8,18,1,0
168,179.000 ₫,0,88,313,4.7,11264,3,0
169,168.000 ₫,-34%,69,231,4.2,665,1,3.8
170,542.000 ₫,-32%,4,8,4.8,6553,7,5
171,500.000 ₫,-50%,19,78,4.7,802,1,4.7
172,99.000 ₫,-40%,28,60,4.8,238,1,4.9
173,435.000 ₫,-32%,230,594,4.7,559,5,5
174,78.900 ₫,0,14,50,4.3,11673,4,0
175,156.000 ₫,-20%,7,10,4.2,1843,5,5
176,299.000 ₫,0,11,20,4.8,29,1,4.3
177,169.000 ₫,-31%,1129,3872,4.2,665,1,3.9
178,75.000 ₫,0,6,15,4.2,51,1,4.7
179,39.000 ₫,0,4,28,3.7,65,5,3.8
180,75.000 ₫,-25%,628,284,4.1,68,2,3.7
181,288.000 ₫,-17%,8,58,4.2,1843,5,4.6
182,157.500 ₫,-10%,97,5000+,5.0,4,0,4.6
183,100.000 ₫,0,17,38,4.5,5222,1,0
184,70.500 ₫,0,83,379,4.4,273,7,4.4
185,242.000 ₫,-39%,25,50,4.8,6553,7,4.2
186,89.000 ₫,0,50,172,4.2,173,3,5
187,231.000 ₫,-54%,23,10,4.7,568,1,5
188,292.500 ₫,-24%,2,41,4.8,238,1,4.9
189,209.000 ₫,-25%,38,143,4.7,2969,4,4.8
190,32.000 ₫,-33%,18,30,4.5,952,3,4.9
191,189.000 ₫,-51%,20,72,4.7,5222,6,3.8
192,61.900 ₫,0,10,39,3.5,46,2,0
193,200.000 ₫,-41%,133,321,4.3,4812,2,4
194,549.000 ₫,0,16,32,4.5,308,2,0
195,309.000 ₫,-31%,10,38,3.8,414,2,4
196,77.000 ₫,-21%,3,5,4.8,6553,3,4.9
197,79.000 ₫,-42%,29,89,4.7,952,7,4.6
198,199.000 ₫,-67%,236,1715,4.3,1843,1,4.7
199,27.000 ₫,0,163,531,4.5,5222,7,4.6
200,309.000 ₫,-44%,16,36,4.5,308,2,4.9
201,295.000 ₫,-58%,30,110,4.7,952,3,4.6
202,159.000 ₫,-45%,50,119,4.7,11673,4,0
203,97.000 ₫,0,9,22,4.3,1024,5,4.2
204,169.000 ₫,-34%,734,2388,3.9,565,1,3.7
205,110.000 ₫,0,35,119,4.7,11673,4,0
206,369.000 ₫,-18%,144,502,4.6,3276,2,4.6
207,101.000 ₫,0,49,119,4.3,1331,3,4.7
208,169.000 ₫,-37%,179,694,4.7,1843,5,4.6
209,100.000 ₫,0,17,76,4.2,11673,4,4.7
210,118.000 ₫,-41%,31,94,3.8,189,4,4.5
211,135.000 ₫,-38%,130,496,4.7,11673,4,0
212,265.000 ₫,-38%,157,433,4.7,11673,4,4.7
213,258.000 ₫,0,98,316,4.7,2662,5,4.7
214,159.000 ₫,-26%,59,390,4.6,1740,4,4.5
215,84.000 ₫,-20%,151,231,4.7,802,1,4.8
216,179.000 ₫,-40%,56,479,4.5,17,1,3
217,79.000 ₫,-33%,9,15,4.3,5222,8,5
218,175.000 ₫,-7%,2,4,4.7,2969,4,4.8
219,59.000 ₫,-49%,227,1028,4.2,665,1,4.4
220,72.200 ₫,0,7,57,4.0,626,0,4.9
221,165.000 ₫,-39%,151,509,2.9,504,1,2.7
222,35.000 ₫,-5%,49,175,4.7,11673,4,4.9
223,60.000 ₫,0,10,58,4.4,273,1,3.5
224,147.000 ₫,-8%,7,18,4.4,211,4,4.3
225,169.000 ₫,-69%,29,100,4.7,952,3,4.8
226,199.000 ₫,-62%,15,41,4.7,952,3,4.9
227,96.000 ₫,0,23,88,3.5,124,1,4.2
228,99.000 ₫,0,11,34,4.7,2662,5,4.6
229,178.500 ₫,-49%,5,9,4.6,1740,4,4
230,99.000 ₫,-29%,8,40,4.5,308,2,4.5
231,278.500 ₫,-31%,199,356,4.5,5222,7,4.6
232,49.000 ₫,-38%,14,17,4.5,847,2,4.7
233,227.000 ₫,-35%,116,398,4.7,5222,8,0
234,185.000 ₫,0,19,39,4.8,206,2,4.8
235,497.000 ₫,-58%,27,65,4.7,11673,4,4.3
236,138.000 ₫,-45%,27,105,4.5,40,1,4.4
237,130.000 ₫,-10%,31,103,4.1,2048,5,4.2
238,109.000 ₫,-45%,98,302,4.4,3584,6,0
239,117.000 ₫,-2%,208,937,4.6,2252,1,4.4
240,189.000 ₫,-48%,28,96,4.3,4812,2,4.6
241,99.000 ₫,-31%,21,26,4.7,119,1,4.6
242,549.000 ₫,0,51,118,4.5,5222,7,5
243,79.000 ₫,0,44,145,4.7,11264,3,4.7
244,95.000 ₫,0,1231,5000+,3.9,388,1,2.5
245,114.000 ₫,-26%,2,6,4.0,54,3,4
246,199.000 ₫,-47%,8,24,4.7,952,3,5
247,135.000 ₫,-47%,84,271,4.7,11673,4,4.5
248,187.000 ₫,-58%,29,86,4.7,11673,4,4.6
249,155.000 ₫,-48%,160,633,4.5,3584,7,4.8
250,93.000 ₫,-48%,10,19,4.5,308,2,4.4
251,162.000 ₫,-54%,62,215,4.4,1228,1,4
252,225.000 ₫,-36%,21,83,4.3,1331,3,4.7
253,85.000 ₫,0,22,56,4.8,6553,7,4.8
254,599.000 ₫,-50%,21,38,4.8,238,1,0
255,71.250 ₫,-25%,11,24,3.6,174,1,3.3
256,99.000 ₫,0,17,210,4.2,665,1,4.4
257,143.000 ₫,-47%,244,1072,4.7,11673,4,5
258,549.000 ₫,0,6,17,4.7,2969,4,4.7
259,155.000 ₫,-32%,21,87,4.6,6348,5,4.8
260,357.000 ₫,-58%,57,240,4.7,11673,4,4.8
261,129.000 ₫,-50%,8,21,4.3,4812,2,4
262,169.000 ₫,-56%,7,21,4.7,952,3,5
263,59.000 ₫,0,10,35,4.8,19,1,5
264,44.000 ₫,-2%,97,600,4.6,2252,0,4.4
265,89.000 ₫,-21%,800,2794,4.7,802,1,4.7
266,125.000 ₫,-20%,24,83,4.1,295,2,4.1
267,140.000 ₫,-41%,129,371,4.6,1740,4,4.7
268,129.000 ₫,-32%,17,22,4.5,5222,4,5
269,159.000 ₫,-29%,2,4,4.6,1843,7,0
270,225.000 ₫,-31%,30,129,4.7,245,5,0
271,139.000 ₫,-56%,67,177,4.7,952,3,4.7
272,75.000 ₫,0,0,0,4.3,1331,3,0
273,269.000 ₫,-46%,3,4,4.7,2867,3,0
274,124.000 ₫,-38%,440,2090,4.3,250,4,4.7
275,89.000 ₫,-21%,296,1192,4.7,802,1,4.7
276,139.000 ₫,-30%,118,567,4.7,1433,9,4.8
277,349.000 ₫,0,26,101,4.7,11264,3,4.5
278,119.000 ₫,-40%,49,112,3.8,189,4,4.2
279,82.000 ₫,0,14,36,4.3,1331,3,4.1
280,86.000 ₫,0,157,562,4.5,23,1,4.5
281,100.000 ₫,0,17,55,4.2,840,5,4.8
282,0,0,55,111,4.8,238,1,4.4
283,549.000 ₫,0,13,25,4.5,308,2,4.9
284,180.000 ₫,-40%,234,715,4.6,1740,4,4.3
285,288.000 ₫,-17%,7,36,3.7,65,5,3.6
286,179.900 ₫,0,3,7,4.4,12,1,3.7
287,169.000 ₫,-37%,168,567,4.7,11673,4,4.7
288,425.000 ₫,-47%,41,75,4.6,1843,4,4.6
289,180.000 ₫,-40%,49,173,4.6,1740,4,4.3
290,180.000 ₫,-42%,40,130,4.7,802,1,4.7
291,119.000 ₫,-40%,70,183,4.6,1740,4,4.5
292,379.000 ₫,0,161,334,4.7,11264,3,4.6
293,0,0,208,563,4.6,1843,4,4.5
294,199.000 ₫,-29%,7,17,4.4,284,2,4.3
295,135.000 ₫,-25%,88,330,4.7,11673,4,4.8
296,85.000 ₫,0,300,2880,3.9,388,1,4.1
297,23.000 ₫,0,54,546,3.5,1536,2,3.6
