,price,discount,review_count,quantity_sold,rate_shop,shop_follow,count_code,rating_avarage
134,235.000 ₫,-36%,5,13,4.7,11673,4,5
135,97.000 ₫,-29%,3,6,4.2,1843,5,3.7
136,325.000 ₫,-46%,12,40,4.6,1843,4,4.7
137,124.950 ₫,0,6,12,3.2,39,1,3.2
138,75.000 ₫,-24%,50,148,4.3,1843,2,4.3
139,180.000 ₫,-40%,99,220,4.6,1740,4,4.7
140,105.000 ₫,0,14,19,4.7,2662,5,4.8
141,649.000 ₫,0,2,8,4.5,308,2,3
142,87.000 ₫,-20%,2,11,3.8,414,2,5
143,150.000 ₫,-20%,5,15,4.1,295,2,3.4
144,249.000 ₫,0,1,5,4.6,60,1,5
145,3.100.000 ₫,0,2,2,4.5,162,2,4.5
146,178.500 ₫,-49%,17,54,4.6,1740,4,4.4
147,295.000 ₫,0,1,10,3.9,849,1,5
148,84.000 ₫,0,855,2094,4.3,570,1,4.3
149,115.000 ₫,0,5,6,4.0,279,2,4
150,129.000 ₫,0,3,17,3.9,565,1,3.7
151,174.000 ₫,0,1,1,3.6,87,1,1
152,189.000 ₫,-37%,24,55,4.6,1740,4,4.8
153,129.000 ₫,0,1,1,4.8,13,1,5
154,149.000 ₫,0,21,108,4.4,292,4,4.1
155,189.000 ₫,0,7,19,4.2,828,1,3.9
156,69.000 ₫,-29%,1,1,4.0,361,1,5
157,199.000 ₫,-45%,3,18,4.7,952,3,5
158,235.000 ₫,0,813,2799,4.7,2662,5,4.6
159,32.000 ₫,-43%,12,104,4.2,665,1,4.5
160,129.000 ₫,-26%,261,681,4.5,5222,6,4.6
161,100.000 ₫,0,14,32,4.2,1843,5,4.6
162,68.000 ₫,0,0,1,4.4,273,1,0
163,130.000 ₫,-20%,7,40,4.1,295,2,3.1
164,99.000 ₫,0,2,7,3.9,565,1,4
165,79.000 ₫,0,5,19,4.7,119,1,5
166,24.500 ₫,-50%,9,85,3.6,108,1,4.4
167,69.000 ₫,0,7,16,4.4,3,1,5
168,247.000 ₫,-7%,10,18,4.4,211,4,4.1
169,159.000 ₫,0,1,1,4.0,1,1,4
170,140.000 ₫,-20%,27,54,4.1,295,2,4.1
171,155.000 ₫,0,1,4,4.2,173,3,0
172,179.000 ₫,-47%,2,14,4.8,206,2,5
173,142.450 ₫,-45%,1,3,3.8,63,1,5
174,203.000 ₫,0,28,70,4.6,78,2,4.4
175,45.000 ₫,0,24,157,4.2,5,1,4.2
176,139.000 ₫,-37%,3,15,4.4,3584,5,5
177,73.000 ₫,0,5,22,3.9,182,1,4.2
178,114.500 ₫,-62%,5,7,4.1,68,2,4.4
179,80.000 ₫,-19%,7,46,4.7,11161,5,4.9
180,164.000 ₫,0,2,5,4.2,145,1,4
181,499.000 ₫,0,105,204,4.4,74,1,4
182,79.000 ₫,-47%,14,55,4.2,57,2,4.6
183,577.000 ₫,-51%,13,40,4.7,11673,4,4.7
184,137.000 ₫,0,17,49,3.6,87,1,4.6
185,84.000 ₫,0,5,7,4.3,75,1,4.6
186,99.000 ₫,-41%,23,76,4.6,1740,4,4.3
187,149.000 ₫,-57%,1,3,4.7,31027,4,4
188,49.000 ₫,0,24,58,4.0,626,1,4.4
189,170.000 ₫,-30%,16,44,4.1,130,1,3.3
190,78.000 ₫,0,5,19,4.2,213,5,3.6
191,89.000 ₫,0,16,28,3.9,849,1,3.9
192,140.000 ₫,-15%,2,7,4.6,95,1,4
193,80.000 ₫,0,29,62,4.8,498,1,4.7
194,150.000 ₫,-12%,1,1,4.5,2252,6,2
195,309.000 ₫,-44%,2,8,4.5,308,2,4
196,156.000 ₫,-23%,7,9,4.6,2252,1,4.9
197,68.600 ₫,-30%,7,51,4.5,117,1,3.9
198,129.000 ₫,-47%,55,122,4.2,665,1,4.2
199,105.000 ₫,0,7,14,4.3,44,1,4.1
200,178.000 ₫,0,2,2,4.7,2662,5,5
201,160.000 ₫,0,19,61,4.4,24,1,4.6
202,477.000 ₫,-53%,16,54,4.7,11673,4,4.8
203,124.000 ₫,0,7,186,4.4,15,2,4.6
204,95.000 ₫,0,18,17,4.2,134,2,4.3
205,169.000 ₫,0,1,1,4.4,0,1,5
206,71.000 ₫,-57%,12,103,4.4,292,4,4.5
207,149.000 ₫,0,39,95,4.1,1536,2,5
208,249.000 ₫,0,1,1,4.3,56,1,3.8
209,29.000 ₫,0,16,58,4.8,19,0,4.6
210,62.000 ₫,0,146,519,4.7,208,1,4.6
211,149.000 ₫,0,46,248,3.9,565,1,3.5
212,275.000 ₫,-28%,35,65,4.6,1740,4,4.2
213,159.000 ₫,0,2,4,4.4,188,1,4.4
214,690.000 ₫,0,8,43,4.5,7,2,4.8
215,111.000 ₫,0,12,23,4.3,90,3,5
216,319.000 ₫,-36%,5,13,4.7,719,5,4.9
217,239.000 ₫,-20%,20,55,4.4,135,1,4.5
218,115.040 ₫,0,121,421,4.7,216,1,4.8
219,282.450 ₫,-40%,6,22,4.7,952,3,4.8
220,129.000 ₫,-20%,2,2,4.2,5,2,5
221,84.000 ₫,-29%,21,34,4.5,5222,7,4.9
222,59.500 ₫,-50%,10,35,4.5,194,3,4.7
223,385.000 ₫,0,4,16,4.4,405,1,4.3
224,258.000 ₫,0,1,1,5.0,3,1,5
225,315.000 ₫,0,1,3,3.9,741,1,5
226,225.000 ₫,-31%,23,43,4.7,245,5,5
227,95.000 ₫,-30%,22,67,4.2,1843,5,4.5
228,99.000 ₫,-48%,21,74,4.4,817,1,4
229,50.000 ₫,0,1,1,4.5,5222,7,0
230,79.000 ₫,0,1,13,4.7,0,3,4
231,310.000 ₫,0,11,40,4.1,22,1,4.6
232,49.000 ₫,0,5,15,4.8,19,1,4.5
233,109.000 ₫,0,11,28,3.3,147,2,3.5
234,245.000 ₫,0,13,75,3.8,36,1,4.3
235,89.000 ₫,-36%,2,5,4.3,559,5,3.5
236,229.000 ₫,-40%,22,68,4.6,1843,4,0
237,329.000 ₫,0,29,146,4.9,120,1,4.9
238,97.000 ₫,0,0,0,4.3,1024,5,0
239,12.500 ₫,-17%,1,16,4.2,70,2,5
240,149.000 ₫,0,1,2,4.5,217,7,5
241,149.000 ₫,0,2,11,4.7,465,1,5
242,100.000 ₫,0,34,70,4.2,1843,5,4.6
243,77.970 ₫,0,30,114,4.6,148,2,4.8
244,105.200 ₫,0,3,3,4.3,42,1,4.7
245,269.000 ₫,0,16,33,4.4,292,4,4.8
246,119.000 ₫,0,30,460,4.1,566,2,3.9
247,200.000 ₫,-52%,6,18,3.8,63,1,2.5
248,164.000 ₫,0,2,5,4.5,2048,4,0
249,199.000 ₫,0,1,2,5.0,0,1,5
250,213.000 ₫,-40%,39,202,4.7,11161,5,4.9
251,230.000 ₫,-17%,40,117,4.4,211,4,4.5
252,185.000 ₫,-30%,4,10,4.0,279,2,4.8
253,168.000 ₫,-35%,106,287,4.2,665,1,4.1
254,152.900 ₫,0,1,4,4.5,40,1,4
255,65.000 ₫,0,3,27,4.4,136,1,5
256,95.000 ₫,-30%,30,82,4.2,1843,5,3.8
257,205.000 ₫,0,3,7,5.0,4,1,5
258,34.900 ₫,0,20,158,4.4,273,0,4.4
259,95.000 ₫,0,10,26,3.9,565,1,4.1
260,427.000 ₫,-52%,17,53,4.7,255,4,4
261,795.000 ₫,0,1,1,4.3,1843,5,4.2
262,78.000 ₫,0,16,41,4.2,11673,4,0
263,325.000 ₫,0,1,6,3.9,741,1,4
264,131.000 ₫,0,13,40,4.6,2252,1,3.5
265,156.000 ₫,-17%,2,11,4.4,75,1,4.8
266,97.900 ₫,0,30,118,3.5,9,1,3.3
267,190.000 ₫,0,1,11,4.6,115,2,5
268,125.000 ₫,-30%,1,1,4.0,279,2,1
269,159.000 ₫,0,5,12,4.4,154,2,3.6
270,235.000 ₫,-40%,42,83,4.5,5222,6,0
271,19.000 ₫,-37%,11,27,4.7,11673,4,4.9
272,159.000 ₫,-50%,5,33,4.1,130,1,4
273,49.000 ₫,-30%,42,182,4.8,414,2,4.1
274,85.000 ₫,-21%,8,15,3.8,6553,7,4.6
275,120.000 ₫,0,6,13,4.5,37,1,5
276,51.000 ₫,0,1,1,4.1,89,1,5
277,75.000 ₫,0,3,9,4.2,213,5,0
278,40.000 ₫,0,24,146,4.4,92,1,4.6
279,75.000 ₫,0,1,1,3.9,8,1,5
280,159.000 ₫,-47%,1,3,4.6,1740,4,2
281,159.000 ₫,0,209,1574,4.0,122,1,3.8
282,145.000 ₫,-36%,4,4,4.8,25,1,5
283,119.400 ₫,0,3,5,4.4,489,5,4
284,187.000 ₫,-58%,10,38,4.7,11673,4,0
285,199.000 ₫,-5%,22,59,4.0,288,2,4.9
286,75.000 ₫,0,9,54,4.7,952,3,3.9
287,164.500 ₫,-50%,5,8,5.0,17,1,0
288,33.250 ₫,-5%,1,2,2.9,504,0,5
289,214.200 ₫,0,2,4,3.3,147,2,1.5
290,51.000 ₫,-58%,170,468,4.3,1843,2,4.6
291,89.000 ₫,-43%,1,1,3.8,25,1,5
292,104.000 ₫,0,115,365,4.7,952,3,4.7
293,199.000 ₫,-62%,6,25,3.9,388,1,4.1
294,129.000 ₫,-36%,80,635,4.5,5222,7,4.1
295,28.500 ₫,0,7,17,4.4,273,0,4.6
296,239.000 ₫,0,6,12,4.0,26,2,4.7
297,53.000 ₫,-33%,106,359,4.3,1843,2,0
298,65.000 ₫,0,7,24,3.8,63,1,4.6
299,152.000 ₫,-13%,186,922,4.6,223,3,4.8
300,89.000 ₫,0,4,13,4.2,1843,5,4.4
301,68.000 ₫,0,83,216,4.3,1024,5,0
302,132.090 ₫,-49%,191,666,4.1,130,1,4.4
303,49.000 ₫,-30%,138,363,4.6,78,2,0
304,280.000 ₫,0,1,6,4.8,7,1,4
305,95.000 ₫,-42%,6,62,4.7,802,1,4.2
306,105.000 ₫,-41%,12,145,3.8,189,4,4.1
307,156.000 ₫,-20%,43,145,3.8,189,4,4.5
308,119.000 ₫,-34%,43,20,4.5,443,7,4.2
309,60.000 ₫,-13%,59,260,4.6,223,3,4.5
310,179.000 ₫,-50%,4,9,4.3,4812,2,3.8
311,270.000 ₫,0,3,11,4.7,719,5,5
312,219.000 ₫,-15%,3,3,4.7,5,1,5
313,109.000 ₫,0,3,7,4.5,99,1,4.7
314,72.600 ₫,0,1,2,4.4,489,5,4
315,160.000 ₫,-50%,8,15,3.8,189,4,5
316,102.000 ₫,-49%,119,306,4.5,212,1,0
317,110.000 ₫,0,29,85,3.5,1638,2,5
318,75.000 ₫,0,6,12,4.2,145,1,4.3
319,119.000 ₫,-6%,57,183,3.8,414,2,4.3
320,89.000 ₫,0,8,15,4.3,559,5,2.7
321,78.000 ₫,0,3,6,4.7,802,1,0
322,79.000 ₫,-30%,91,400,4.2,55,1,4.3
323,2.300.000 ₫,0,1,1,5.0,2,2,5
324,139.000 ₫,-30%,10,33,4.6,1740,4,4.3
325,125.000 ₫,0,3,5,4.0,7,1,3.7
326,167.000 ₫,-53%,13,190,3.9,849,1,4.3
327,109.000 ₫,0,35,66,4.7,11673,4,0
328,110.000 ₫,0,19,42,3.3,94,1,3.6
329,160.000 ₫,0,29,247,4.2,134,2,4.4
330,199.000 ₫,-36%,30,11,4.6,2252,0,5
331,40.000 ₫,-20%,3,71,4.6,236,1,3.3
332,205.000 ₫,-30%,3,13,4.1,130,1,0
333,190.000 ₫,-15%,2,11,4.2,840,5,4.4
334,89.000 ₫,0,14,49,4.6,95,1,5
335,97.000 ₫,0,24,105,3.3,27,2,3.8
336,108.000 ₫,0,58,170,4.0,99,1,4.4
337,55.000 ₫,0,2,6,3.9,849,1,4.5
338,64.000 ₫,0,1,2,4.2,5,1,4
339,21.000 ₫,0,1,17,3.5,1536,2,5
340,79.000 ₫,0,14,50,4.2,173,3,3.8
341,79.000 ₫,-47%,42,166,4.2,57,2,4.5
342,226.100 ₫,-5%,5,15,2.9,504,1,4.4
343,56.000 ₫,0,25,179,4.7,138,1,4.6
344,199.000 ₫,-15%,2,3,4.6,1843,4,5
345,135.000 ₫,-20%,3,7,4.1,295,2,4.7
346,180.000 ₫,0,17,42,4.2,74,3,3.9
347,67.000 ₫,0,26,206,4.7,58,1,4.5
348,110.000 ₫,0,7,32,3.9,849,1,4.9
349,99.000 ₫,0,11,33,4.7,2662,5,4.5
350,39.000 ₫,0,5,17,3.0,20,0,3.8
351,115.000 ₫,-12%,1,4,3.9,461,3,3
352,265.000 ₫,-18%,4,7,4.7,245,5,4.8
353,140.000 ₫,-15%,18,38,4.6,95,1,4.7
354,99.000 ₫,0,5,8,4.7,2662,5,5
355,150.000 ₫,0,40,103,4.8,35,1,4.9
356,93.100 ₫,-5%,3,15,2.9,504,1,3.7
357,219.000 ₫,0,1,1,4.4,273,1,4
358,135.000 ₫,0,1,2,4.7,719,5,5
359,279.000 ₫,0,1,5,2.9,504,1,4
360,149.000 ₫,-47%,242,579,4.4,3584,5,4.6
361,352.080 ₫,-28%,2,7,4.3,10,5,0
362,95.000 ₫,0,42,219,3.9,68,1,4.4
363,299.000 ₫,-44%,22,41,4.7,365,3,4.8
364,125.000 ₫,-10%,2,5,4.2,840,5,0
365,229.000 ₫,-38%,1,2,4.9,123,2,5
366,199.000 ₫,-36%,2,18,4.4,239,4,4.6
367,85.900 ₫,0,5,7,4.6,236,1,0
368,189.000 ₫,0,33,109,4.3,1331,3,4.7
369,172.000 ₫,-51%,87,25,4.4,48,4,4.6
370,77.000 ₫,-30%,10,337,4.8,566,2,5
371,200.000 ₫,0,1,5,4.1,39,1,4.7
372,65.000 ₫,-13%,4,20,4.6,223,3,5
373,349.000 ₫,-30%,4,6,4.4,117,3,5
374,99.000 ₫,0,4,10,4.7,2662,5,5
375,95.000 ₫,-30%,38,118,4.2,1843,5,4
376,73.000 ₫,0,37,271,4.4,273,1,4.5
377,180.000 ₫,-40%,15,38,4.6,1740,4,4.5
378,169.000 ₫,-47%,8,27,4.1,173,0,5
379,39.999 ₫,0,2,12,4.6,1843,4,4.9
380,596.000 ₫,0,1,16,4.8,127,1,5
381,179.000 ₫,-19%,4,7,4.6,1740,1,4
382,117.000 ₫,0,75,217,3.5,54,4,5
383,79.000 ₫,-20%,13,24,4.0,130,1,3.6
384,89.000 ₫,-30%,1,8,4.1,626,1,4.7
385,110.000 ₫,0,59,251,3.9,565,1,2.9
386,449.000 ₫,-44%,15,46,4.8,6553,7,4.7
387,38.000 ₫,0,2,9,4.6,7,0,2.5
388,94.700 ₫,0,1,5,4.8,3,1,5
389,209.000 ₫,-24%,2,5,4.7,568,1,5
390,99.000 ₫,0,1,3,3.9,849,1,4
391,189.000 ₫,0,10,15,3.9,77,1,3.6
392,0,0,78,278,4.6,1843,4,4.7
393,253.000 ₫,-15%,14,36,4.5,935,1,4.9
394,149.999 ₫,-6%,22,196,4.6,116,3,4.6
395,114.000 ₫,-26%,1,2,4.0,54,3,1
396,199.000 ₫,-50%,1,4,4.2,828,1,5
397,65.000 ₫,0,4,39,4.2,134,2,3.8
398,49.000 ₫,0,1,1,4.3,260,1,5
399,53.000 ₫,0,3,8,4.4,273,1,4.3
400,215.000 ₫,0,6,9,4.7,20,6,4.3
401,270.000 ₫,-46%,234,596,4.7,11673,2,4.1
402,179.000 ₫,-40%,7,42,4.4,551,4,5
403,149.000 ₫,0,51,161,4.2,18,1,4.8
404,199.000 ₫,0,1,2,4.7,99,1,5
405,159.000 ₫,0,2,2,3.3,94,1,4.5
406,152.000 ₫,0,10,17,3.8,63,1,3.4
407,87.000 ₫,0,1,2,4.2,9,1,5
408,89.000 ₫,0,11,27,4.2,173,3,5
409,209.000 ₫,0,2,8,4.2,18,1,4.5
410,74.000 ₫,0,1,5,3.9,182,1,1
411,599.000 ₫,0,78,160,4.7,11264,3,4.6
412,125.000 ₫,0,1,8,4.0,7,1,5
413,215.000 ₫,-46%,61,140,4.7,11673,4,4.9
414,30.000 ₫,0,14,88,3.5,1536,2,4.2
415,199.000 ₫,-47%,3,10,4.7,952,3,2.3
416,539.100 ₫,-10%,1,1,4.5,587,2,5
417,199.000 ₫,0,2,6,4.2,18,1,4.5
418,129.000 ₫,-35%,2,20,3.8,189,4,4.5
419,357.000 ₫,-58%,26,105,4.7,11673,4,4.6
420,199.000 ₫,-20%,3,7,4.1,14,1,5
421,97.000 ₫,0,0,1,3.2,39,1,0
422,199.000 ₫,-49%,29,68,4.7,952,3,4.8
423,95.000 ₫,-47%,17,47,4.6,1843,4,4.6
424,189.000 ₫,0,1,2,3.9,77,1,3
425,449.000 ₫,0,37,92,3.9,71,5,4.3
426,108.000 ₫,0,2,7,4.3,119,1,5
427,87.000 ₫,0,62,282,4.6,148,2,4.9
428,699.000 ₫,-36%,1,2,4.7,16179,1,5
429,215.000 ₫,0,1,1,4.0,279,2,5
430,75.000 ₫,0,9,23,4.7,12,1,5
431,167.000 ₫,-30%,169,408,4.2,665,1,4.4
432,44.100 ₫,-59%,24,176,4.7,952,2,4.9
433,109.000 ₫,0,1,4,4.4,489,5,0
434,225.000 ₫,-48%,159,399,3.3,147,2,4
435,89.000 ₫,0,2,5,4.7,11673,4,4.8
436,156.000 ₫,0,1,5,4.6,2252,1,4
437,469.000 ₫,-6%,5,11,4.9,123,2,4.8
438,30.000 ₫,0,7,15,4.4,817,0,5
439,97.000 ₫,0,109,352,3.7,143,3,3.6
440,300.000 ₫,-20%,147,617,4.6,3276,2,4.8
441,126.000 ₫,-50%,1,2,4.5,2048,4,0
442,185.000 ₫,-20%,1,1,4.0,1,1,4
443,179.000 ₫,-35%,64,215,4.7,11673,4,4.8
444,149.000 ₫,0,56,162,4.6,2355,10,4.6
445,56.000 ₫,-19%,6,8,4.7,15,5,5
446,312.500 ₫,0,1,1,3.8,11161,1,0
447,295.000 ₫,0,3,8,4.4,239,4,3.7
448,298.000 ₫,-21%,22,102,4.6,3276,2,4.6
449,59.000 ₫,0,1,2,4.0,99,1,5
450,0,0,193,2,4.7,26,1,2.5
451,189.000 ₫,-49%,2,513,4.7,952,3,5
452,468.000 ₫,0,1,3,4.3,24,3,4.5
453,99.000 ₫,0,1,86,4.5,4812,2,4.5
454,99.000 ₫,0,32,1,2.5,49,5,4.5
455,108.000 ₫,-22%,2,3,4.3,530,1,0
456,511.000 ₫,-55%,25,45,4.8,238,1,5
457,58.000 ₫,-30%,5,10,4.1,130,1,1
458,45.000 ₫,-21%,1,1,4.0,279,2,5
459,150.000 ₫,0,7,33,3.1,18,3,4
460,159.500 ₫,0,1,1,4.0,279,2,5
461,169.000 ₫,-30%,7,23,4.1,130,1,4.4
462,99.000 ₫,-37%,120,430,4.7,11673,4,0
463,149.000 ₫,0,56,162,4.6,2355,10,4.6
464,20.000 ₫,-20%,27,319,4.0,279,1,4.2
465,239.000 ₫,0,2,4,4.3,56,1,5
466,55.000 ₫,0,4,35,3.9,849,1,3.5
467,120.500 ₫,0,1,6,4.4,8,1,4
468,127.000 ₫,-42%,96,264,4.6,1740,4,4.4
469,120.000 ₫,0,5,9,4.4,8,1,3.8
470,69.000 ₫,0,1,1,4.4,273,1,4
471,58.000 ₫,-30%,5,10,4.1,130,1,1
472,99.000 ₫,0,42,155,4.6,28,1,5
473,680.000 ₫,0,1,1,2.5,49,1,0
474,135.000 ₫,-44%,19,54,4.2,665,1,4.2
475,265.000 ₫,-25%,4,8,4.7,245,5,5
476,289.000 ₫,0,1,2,4.8,29,1,5
477,79.000 ₫,0,6,15,4.0,99,1,4.8
478,59.000 ₫,0,1,2,3.9,565,1,5
479,239.000 ₫,0,4,10,4.3,56,1,5
480,110.500 ₫,0,2,4,4.3,74,1,4.5
481,72.000 ₫,0,4,10,4.6,17,1,4.8
482,99.000 ₫,0,8,16,4.7,2662,5,4.9
483,99.000 ₫,0,1,1,4.3,1024,5,0
484,95.000 ₫,0,0,2,4.4,26,1,2
485,135.000 ₫,-49%,23,56,4.5,443,7,5
486,213.300 ₫,-10%,8,77,4.7,74,3,3.3
487,249.000 ₫,0,4,6,4.2,11673,3,4.6
488,159.000 ₫,-58%,12,33,4.7,952,4,0
489,85.000 ₫,-20%,1,1,5.0,15,5,0
490,392.000 ₫,-37%,30,110,4.3,559,5,3.5
491,105.000 ₫,0,0,0,4.3,1331,3,4
