id,price,discount,review_count,quantity_sold,rate_shop,shop_follow,count_code,rating_avarage
470,239.000 ₫,-27%,3,16,4.8,462,4,5.0
471,311.000 ₫,-1%,25,129,4.6,206,2,4.5
472,85.000 ₫,-23%,28,118,4.7,471,4,4.8
473,249.000 ₫,-17%,11,33,4.6,1228,4,4.9
474,11.760 ₫,-2%,5,88,4.3,632,2,4.8
475,191.999 ₫,0,2,4,4.1,165,1,5.0
476,179.000 ₫,-40%,9,58,4.6,1228,4,3.9
477,698.000 ₫,0,5,26,4.9,204,3,4.6
478,69.000 ₫,0,15,116,4.1,1433,4,4.7
479,48.899 ₫,0,58,278,4.6,4812,3,4.7
480,479.000 ₫,0,8,97,4.3,64,2,0.0
481,75.000 ₫,-17%,40,6,5.0,10,2,5.0
482,517.000 ₫,0,2,177,4.7,1331,3,4.8
483,60.000 ₫,0,2,3,4.7,297,1,5.0
484,84.000 ₫,0,0,0,4.3,2457,6,0.0
485,239.000 ₫,0,1,6,4.5,332,2,5.0
486,19.999 ₫,0,0,0,4.1,88,0,0.0
487,125.000 ₫,-53%,23,140,4.8,31436,4,4.8
488,120.750 ₫,0,3,13,4.0,3,1,3.3
489,1.000 ₫,-50%,6,251,4.5,167,1,4.5
490,269.000 ₫,-25%,5,31,4.8,3379,5,5.0
491,204.000 ₫,-20%,13,39,4.6,409,3,4.4
492,405.900 ₫,0,13,31,4.5,103,3,4.9
493,167.000 ₫,-8%,55,191,4.7,1331,3,4.7
494,39.000 ₫,0,12,82,4.4,36,1,4.5
495,187.500 ₫,-25%,5,36,4.8,7270,4,3.4
496,188.999 ₫,0,0,1,4.3,259,2,0.0
497,82.500 ₫,-25%,13,78,4.8,7270,4,4.9
498,66.599 ₫,0,2,26,4.1,165,1,3.0
499,220.000 ₫,0,1,1,4.7,520,3,5.0
500,79.000 ₫,0,6,35,4.5,297,1,5.0
501,379.000 ₫,0,2,7,4.7,12390,2,5.0
502,456.000 ₫,0,14,67,4.2,1843,10,0.0
503,79.193 ₫,0,4,18,4.6,56,1,4.9
504,149.000 ₫,0,11,40,4.5,119,1,4.5
505,259.000 ₫,0,7,22,4.4,65,1,4.7
506,60.000 ₫,0,2,15,3.8,587,1,0.0
507,119.000 ₫,-10%,1,1,4.1,99,4,0.0
508,23.000 ₫,0,20,78,4.8,7270,0,5.0
509,180.000 ₫,0,3,10,4.2,18,1,0.0
510,518.000 ₫,0,5,24,4.7,12390,2,3.9
511,90.000 ₫,-30%,9,48,4.6,273,1,4.8
512,299.000 ₫,0,4,39,4.9,11,1,0.0
513,439.000 ₫,0,21,60,4.7,7,1,4.5
514,33.000 ₫,0,1,3,4.2,15,0,5.0
515,15.000 ₫,0,1,4,4.6,248,0,5.0
516,65.000 ₫,0,10,31,4.5,237,2,0.0
517,322.000 ₫,0,3,4,4.5,459,1,5.0
518,269.000 ₫,-25%,1,9,4.8,462,4,4.7
519,82.000 ₫,0,14,50,4.5,520,3,4.6
520,108.000 ₫,0,2,6,4.7,1126,5,5.0
521,175.000 ₫,0,5,13,4.6,10,1,5.0
522,7.000 ₫,0,1,10,4.5,9,0,5.0
523,5.000 ₫,0,0,5,4.5,291,1,0.0
524,148.999 ₫,0,1,3,4.1,88,1,4.0
525,120.000 ₫,-20%,2,10,4.2,95,3,5.0
526,69.900 ₫,0,1,1,4.1,14,1,5.0
527,235.000 ₫,-46%,66,241,4.7,1228,1,4.7
528,629.000 ₫,0,1,1,4.7,12390,2,5.0
529,159.000 ₫,-23%,15,42,4.8,141,2,4.7
530,12.500 ₫,0,1,6,3.6,77,4,5.0
531,89.000 ₫,-25%,3,10,4.7,12390,2,4.7
532,22.875 ₫,-25%,2,17,4.4,105,3,5.0
533,49.000 ₫,0,96,511,4.4,820,3,4.6
534,204.000 ₫,0,1,2,4.6,113,2,5.0
535,95.000 ₫,0,3,9,4.6,23,1,4.0
536,85.000 ₫,0,2,3,4.6,195,1,5.0
537,90.000 ₫,0,3,19,5.0,11,1,5.0
538,305.000 ₫,-50%,4,18,4.6,372,9,4.5
539,113.999 ₫,0,0,0,4.1,88,1,0.0
540,121.000 ₫,-20%,20,61,4.2,224,2,4.1
541,172.500 ₫,-50%,1,3,4.8,12,2,5.0
542,125.000 ₫,-14%,35,144,4.5,299,2,4.6
543,69.000 ₫,0,16,44,4.5,237,2,4.6
544,104.000 ₫,0,8,44,4.0,111,1,2.9
545,515.000 ₫,-20%,2,20,4.2,224,2,5.0
546,99.000 ₫,-34%,0,0,4.2,479,2,0.0
547,148.000 ₫,-41%,2,17,4.6,31,1,4.5
548,50.000 ₫,-21%,3,10,4.1,14,1,3.0
549,289.000 ₫,0,2,6,3.8,101,1,1.0
550,389.000 ₫,-33%,6,39,4.5,1331,2,3.7
551,44.000 ₫,0,14,115,4.2,3686,5,4.7
552,135.000 ₫,0,0,1,4.1,213,5,0.0
553,119.000 ₫,-30%,1,2,4.6,7,1,5.0
554,19.900 ₫,-20%,1,13,4.4,273,0,5.0
555,989.010 ₫,-1%,1,2,4.6,70,3,2.0
556,119.000 ₫,-20%,1,12,4.6,409,3,5.0
557,155.000 ₫,-50%,17,45,4.6,372,9,4.6
558,44.247 ₫,-2%,0,1,4.3,632,2,0.0
559,129.000 ₫,0,1,2,4.5,297,0,5.0
560,19.900 ₫,0,15,51,4.4,586,4,5.0
561,67.000 ₫,0,0,0,4.3,119,2,0.0
562,95.000 ₫,0,2,17,4.6,39,1,5.0
563,159.000 ₫,0,1,1,3.8,587,0,1.0
564,15.750 ₫,0,1,1,4.6,62,1,5.0
565,199.000 ₫,-20%,2,9,4.8,3379,5,5.0
566,189.000 ₫,-24%,1,4,4.4,20,1,5.0
567,785.000 ₫,0,1,8,4.4,324,1,0.0
568,533.500 ₫,-3%,1,5,4.6,108,2,4.6
569,113.000 ₫,0,12,36,4.6,382,1,4.0
570,3.000 ₫,0,1,20,4.5,3,0,5.0
571,85.500 ₫,0,0,6,4.6,362,1,0.0
572,231.000 ₫,0,8,48,4.6,118,1,4.0
573,60.000 ₫,0,0,3,4.8,22,1,0.0
574,227.000 ₫,0,3,6,3.8,8,1,3.7
575,126.000 ₫,-9%,4,18,4.6,1536,2,4.5
576,140.000 ₫,0,2,6,4.0,0,1,3.5
577,118.900 ₫,0,1,9,4.0,110,1,4.0
578,33.000 ₫,0,4,8,4.6,110,0,5.0
579,799.000 ₫,0,1,3,4.7,12390,2,0.0
580,75.000 ₫,0,1,3,4.5,57,4,5.0
581,159.000 ₫,-16%,6,30,4.1,5,1,2.5
582,109.000 ₫,0,2,9,4.8,3379,5,5.0
583,76.500 ₫,0,1,2,4.4,10,1,2.0
584,23.000 ₫,0,0,12,4.2,479,1,0.0
585,450.000 ₫,0,6,22,4.6,273,1,4.5
586,133.498 ₫,0,1,5,4.3,54,0,5.0
587,29.400 ₫,-2%,2,5,4.5,259,2,4.0
588,269.000 ₫,0,3,4,3.8,101,1,3.3
589,480.000 ₫,-9%,2,6,4.6,1536,2,5.0
590,43.000 ₫,0,4,9,4.7,153,1,4.0
591,28.420 ₫,-2%,2,10,4.3,632,2,5.0
592,82.000 ₫,-46%,0,3,4.2,61,1,0.0
593,217.000 ₫,-5%,1,1,4.7,479,2,5.0
594,123.000 ₫,0,0,0,4.9,17,1,0.0
595,179.000 ₫,0,1,1,4.3,3584,2,0.0
596,18.000 ₫,-40%,1,2,4.5,167,1,4.0
597,233.000 ₫,0,2,3,4.0,326,2,5.0
598,99.000 ₫,0,2,6,4.8,7270,4,5.0
599,102.000 ₫,-25%,1,5,4.5,1433,1,4.4
600,199.000 ₫,0,19,63,4.1,5,4,0.0
601,45.000 ₫,-25%,3,6,4.2,5,1,4.3
602,369.000 ₫,-14%,1,5,4.8,141,2,5.0
603,189.999 ₫,0,0,0,4.1,88,1,0.0
604,157.500 ₫,-25%,19,95,4.8,7270,4,4.9
605,209.000 ₫,-30%,9,59,4.7,12390,2,4.9
606,45.000 ₫,0,1,4,3.5,21,1,5.0
607,120.000 ₫,0,2,24,4.6,248,1,5.0
608,60.000 ₫,0,1,3,4.4,34,1,4.0
609,185.000 ₫,0,3,8,4.3,6,1,5.0
610,439.000 ₫,0,7,25,4.7,12390,2,4.9
611,122.999 ₫,0,3,26,4.2,2867,2,3.3
612,389.000 ₫,0,1,4,4.3,8,3,5.0
613,17.193 ₫,0,1,1,4.6,195,0,5.0
614,35.000 ₫,0,1,1,3.3,9,0,1.0
615,212.000 ₫,0,1,1,4.7,3891,6,5.0
616,59.780 ₫,0,2,5,4.6,48,1,5.0
617,100.000 ₫,0,3,18,4.5,34,1,5.0
618,48.000 ₫,0,0,0,4.2,514,4,0.0
619,80.000 ₫,-20%,3,7,4.1,14,1,3.3
620,33.320 ₫,-2%,2,16,4.3,632,2,3.0
621,175.000 ₫,-8%,4,40,4.8,719,1,5.0
622,222.130 ₫,0,4,31,4.6,108,3,0.0
623,110.000 ₫,-3%,8,52,4.7,1331,2,4.3
624,239.200 ₫,-20%,13,90,4.6,113,2,3.8
625,59.999 ₫,0,2,7,4.1,88,1,4.0
626,3.600 ₫,0,1,2,4.8,3,0,5.0
627,65.000 ₫,0,0,6,4.5,292,1,0.0
628,1.399.000 ₫,0,2,5,4.7,297,1,5.0
629,50.000 ₫,0,3,8,3.7,479,2,5.0
630,105.000 ₫,-34%,1,10,4.4,242,3,5.0
631,300.000 ₫,0,1,1,4.7,49,1,5.0
632,455.000 ₫,-20%,2,3,4.7,12390,2,5.0
633,86.000 ₫,-33%,125,642,4.6,220,1,4.5
634,259.000 ₫,-26%,8,40,4.6,1228,4,4.9
635,129.000 ₫,0,1,5,4.3,382,2,5.0
636,170.000 ₫,-33%,1,2,3.3,0,4,5.0
637,311.000 ₫,0,1,1,4.7,35,2,3.0
638,15.000 ₫,0,3,0,0.0,297,1,5.0
639,399.000 ₫,0,1,4,4.6,273,1,4.3
640,399.000 ₫,0,15,87,4.7,739,3,0.0
641,260.000 ₫,0,1,2,4.0,65,1,5.0
642,369.000 ₫,0,0,0,4.6,273,1,0.0
643,73.500 ₫,-25%,10,66,4.8,7270,4,0.0
644,59.000 ₫,-20%,3,16,4.3,786,1,4.7
645,650.000 ₫,0,2,4,3.4,224,1,1.0
646,549.000 ₫,0,4,5,4.5,112,1,4.3
647,138.000 ₫,-10%,107,453,4.7,1331,0,5.0
648,155.000 ₫,0,77,806,4.6,95,3,4.8
649,279.000 ₫,-22%,21,68,4.6,4812,3,4.7
650,2.000 ₫,0,1,7,4.8,3379,5,5.0
651,1.550.000 ₫,0,1,8,5.0,22,2,5.0
652,1.350.000 ₫,0,6,19,4.4,361,6,4.2
653,169.000 ₫,-11%,5,23,4.5,299,2,4.8
654,115.000 ₫,0,1,1,4.5,41,3,5.0
655,120.000 ₫,0,36,291,4.4,2969,2,4.3
656,145.000 ₫,0,18,61,4.6,382,1,4.6
657,161.500 ₫,0,1,3,5.0,1,1,5.0
658,3.099.000 ₫,0,1,1,4.1,40,2,4.0
659,880.000 ₫,0,7,22,4.4,361,6,4.3
660,68.000 ₫,-47%,3,23,4.2,13,1,4.8
661,99.000 ₫,0,9,34,4.8,3379,5,4.7
662,459.000 ₫,0,1,1,3.6,267,1,5.0
663,141.750 ₫,0,1,2,4.0,3,1,1.0
664,348.000 ₫,0,2,28,4.5,116,1,5.0
665,68.000 ₫,0,75,344,4.5,472,0,5.0
666,8.900 ₫,0,1,16,4.8,3,1,0.0
667,239.000 ₫,0,3,17,4.4,820,3,0.0
668,517.500 ₫,-25%,5,17,4.8,7270,4,4.2
669,175.000 ₫,0,1,2,4.8,3,1,5.0
670,129.000 ₫,0,1,12,4.3,6,1,5.0
671,155.000 ₫,0,0,0,3.5,18,1,0.0
672,336.000 ₫,0,1,3,4.5,41,3,1.0
673,130.000 ₫,0,34,88,4.7,80,1,4.7
674,28.000 ₫,0,2,7,4.7,54,0,5.0
675,152.000 ₫,-36%,1,2,4.7,61,3,4.0
676,189.000 ₫,0,3,22,4.7,12390,2,5.0
677,33.900 ₫,0,1,1,4.1,29,0,5.0
678,279.000 ₫,-30%,9,67,4.8,141,2,4.9
679,8.000 ₫,-11%,1,19,4.3,18,2,4.0
680,430.000 ₫,0,3,6,4.2,101,1,4.3
681,60.000 ₫,-33%,1,12,4.7,83,1,5.0
682,95.000 ₫,-32%,1,1,4.1,336,1,0.0
683,29.000 ₫,0,1,1,5.0,1,0,5.0
684,145.000 ₫,0,3,3,5.0,10,1,5.0
685,399.000 ₫,0,1,1,4.1,40,1,5.0
686,94.000 ₫,0,13,56,4.7,297,1,4.9
687,89.000 ₫,-21%,7,34,4.3,786,1,4.6
688,149.000 ₫,0,2,8,4.1,0,1,5.0
689,72.000 ₫,0,0,0,4.3,119,2,0.0
690,1.550.000 ₫,0,2,4,4.6,118,2,5.0
691,379.000 ₫,-17%,1,2,5.0,51,1,0.0
692,89.000 ₫,-21%,1,7,4.3,786,1,5.0
693,49.000 ₫,0,1,2,4.4,296,1,0.0
694,225.000 ₫,0,8,19,4.3,501,1,5.0
695,351.000 ₫,-5%,1,1,4.7,61,2,5.0
696,159.200 ₫,-20%,2,7,4.7,187,5,5.0
697,626.000 ₫,0,1,3,3.7,7,1,3.5
698,149.000 ₫,0,6,13,4.9,204,3,5.0
699,519.000 ₫,-13%,5,3,4.5,41,3,4.5
700,199.000 ₫,0,2,1,4.5,32,1,5.0
701,460.000 ₫,0,1,31,4.6,1228,4,4.0
702,150.000 ₫,-20%,6,25,4.6,409,3,5.0
703,169.000 ₫,-20%,1,4,4.3,786,1,0.0
704,215.000 ₫,0,1,5,4.5,42,1,4.3
705,399.000 ₫,0,13,74,4.6,273,1,5.0
706,30.000 ₫,0,2,26,4.8,65,0,4.0
707,99.000 ₫,0,1,7,4.1,73,1,3.0
708,235.000 ₫,0,1,6,4.5,215,3,5.0
709,76.900 ₫,0,5,25,4.3,501,1,0.0
710,28.000 ₫,-3%,1,1,3.7,23,2,5.0
711,160.000 ₫,0,1,3,4.5,1,1,4.0
712,75.000 ₫,0,2,7,4.6,181,5,0.0
713,10.000 ₫,-36%,2,6,4.7,11,1,5.0
714,99.000 ₫,0,4,19,4.7,12390,2,4.5
715,180.000 ₫,-20%,9,22,4.1,14,1,4.2
716,55.000 ₫,0,0,0,4.2,479,1,5.0
717,129.000 ₫,0,1,13,4.2,11,2,5.0
718,109.000 ₫,-20%,1,2,4.6,409,3,0.0
719,219.000 ₫,-20%,1,2,4.5,299,3,4.3
720,149.000 ₫,-20%,9,28,4.6,409,2,5.0
721,299.000 ₫,0,1,2,4.8,106,1,5.0
722,90.000 ₫,0,9,56,4.5,520,3,4.8
723,129.000 ₫,0,12,102,4.2,51,3,4.8
724,295.000 ₫,0,10,29,4.8,719,1,5.0
725,119.000 ₫,0,4,6,4.5,84,5,5.0
726,358.000 ₫,0,3,6,4.7,12390,2,5.0
727,199.000 ₫,0,1,8,4.3,854,1,4.0
728,52.000 ₫,0,1,3,4.2,68,1,0.0
729,92.000 ₫,0,0,0,4.2,2867,2,5.0
730,338.000 ₫,0,2,5,4.2,68,1,5.0
731,230.900 ₫,0,4,25,4.2,397,2,3.8
732,49.000 ₫,0,2,51,5.0,7,1,0.0
733,128.000 ₫,-20%,4,10,4.7,45,3,5.0
734,128.500 ₫,-50%,7,39,5.0,4,1,0.0
735,49.900 ₫,0,30,112,4.2,10342,4,5.0
736,318.000 ₫,0,5,21,4.2,15,1,3.0
737,55.000 ₫,-28%,2,6,4.8,462,4,0.0
738,115.000 ₫,0,1,2,4.7,12390,3,5.0
739,1.119.000 ₫,0,2,3,4.7,297,1,5.0
740,100.000 ₫,0,5,16,4.3,49,1,5.0
741,250.000 ₫,0,1,1,4.7,183,6,4.6
742,64.500 ₫,-25%,1,9,4.8,7270,4,0.0
743,57.800 ₫,-21%,2,12,4.4,12390,2,5.0
744,562.000 ₫,-25%,1,4,4.7,273,1,4.5
745,35.000 ₫,-13%,4,23,4.1,99,0,4.5
746,189.000 ₫,0,3,16,4.1,336,1,5.0
747,33.000 ₫,0,1,3,3.3,9,0,0.0
748,320.000 ₫,0,1,1,4.8,3,1,4.0
749,45.000 ₫,-31%,19,119,4.7,471,4,4.5
750,99.000 ₫,-30%,1,31,4.6,2048,1,0.0
751,281.750 ₫,0,2,11,3.5,5,1,3.0
752,50.000 ₫,0,1,15,4.7,297,1,5.0
753,119.000 ₫,0,1,3,4.7,12390,2,5.0
754,2.000 ₫,0,0,0,4.3,632,2,0.0
755,136.000 ₫,0,1,2,4.8,44,3,4.0
756,100.000 ₫,0,1,9,4.8,2662,4,5.0
757,149.000 ₫,-29%,1,4,4.7,9,1,5.0
758,129.000 ₫,0,3,6,4.7,74,1,5.0
759,330.000 ₫,0,0,0,4.4,3,1,5.0
760,149.000 ₫,0,1,6,4.5,273,1,0.0
761,59.000 ₫,0,2,3,4.5,18,1,0.0
762,189.000 ₫,0,7,37,4.7,12390,2,5.0
763,71.250 ₫,-5%,1,4,4.8,6860,3,0.0
764,45.000 ₫,0,1,1,3.7,23,0,4.0
765,29.000 ₫,0,1,2,4.4,5,3,4.0
766,39.000 ₫,0,2,8,4.7,114,0,4.0
767,99.000 ₫,0,1,1,4.6,1228,4,4.3
768,150.000 ₫,-34%,41,141,4.5,1,1,4.0
769,179.000 ₫,-28%,8,37,4.6,1228,4,4.5
770,1.999.000 ₫,0,1,9,4.9,1331,2,4.6
771,516.000 ₫,-38%,27,126,4.7,10649,3,5.0
772,24.000 ₫,-4%,3,13,4.8,719,1,0.0
773,35.000 ₫,0,3,5,4.6,4,0,5.0
774,39.000 ₫,0,1,4,4.2,147,1,5.0
775,40.000 ₫,-20%,81,35,4.3,86,2,3.0
776,44.900 ₫,0,2,41,4.8,5,1,3.1
777,74.000 ₫,0,7,43,3.5,8294,0,5.0
778,65.000 ₫,0,7,191,4.8,3379,4,0.0
779,399.000 ₫,0,7,18,4.7,12390,2,5.0
780,349.000 ₫,0,1,2,4.7,12390,2,5.0
781,189.000 ₫,0,3,12,3.9,4,1,5.0
782,125.000 ₫,0,6,16,4.4,361,5,4.0
783,18.000 ₫,0,1,1,4.2,0,0,4.8
784,39.000 ₫,-10%,2,21,4.6,181,5,5.0
785,230.000 ₫,0,5,18,4.2,12390,1,5.0
786,40.000 ₫,-60%,6,32,4.7,4,1,5.0
787,139.000 ₫,-40%,8,21,4.7,12390,2,5.0
788,197.000 ₫,-44%,2,10,4.5,261,1,4.8
789,120.000 ₫,0,0,0,4.1,4,1,0.0
790,1.247.350 ₫,-35%,2,16,4.9,204,4,4.5
791,250.000 ₫,0,1,12,4.2,101,1,5.0
792,88.000 ₫,0,1,1,4.1,5,1,5.0
793,38.000 ₫,0,0,0,4.6,362,0,0.0
794,59.000 ₫,0,0,2,4.7,142,1,0.0
795,50.000 ₫,0,1,5,4.8,93,1,5.0
796,225.500 ₫,-45%,30,93,4.6,372,9,0.0
797,199.000 ₫,0,6,28,4.7,313,1,4.5
798,286.110 ₫,-1%,19,92,4.6,1331,6,5.0
799,50.000 ₫,0,1,1,4.7,297,1,5.0
800,39.000 ₫,0,4,8,4.5,12390,3,4.9
801,1.999.000 ₫,0,7,28,4.7,520,2,5.0
802,105.000 ₫,0,1,2,3.8,101,1,5.0
803,129.000 ₫,0,1,1,4.7,28,1,5.0
804,79.200 ₫,-20%,1,7,4.2,95,3,1.0
805,139.000 ₫,-31%,24,11,3.8,22,1,0.0
806,117.000 ₫,0,0,104,4.5,1331,2,4.5
807,89.000 ₫,0,1,9,4.5,7,1,1.0
808,119.000 ₫,-40%,12,32,4.7,12390,2,4.9
809,25.000 ₫,0,5,41,4.6,195,0,5.0
810,43.500 ₫,-25%,1,1,4.4,105,3,5.0
811,13.000 ₫,0,32,12,4.9,17,1,5.0
812,629.000 ₫,0,3,1,4.4,15,0,4.6
813,250.000 ₫,0,1,1705,4.6,40,1,5.0
814,280.000 ₫,-15%,17,83,4.7,12390,2,0.0
815,157.380 ₫,0,0,0,3.8,17,1,4.5
816,83.700 ₫,0,2,4,4.6,48,1,4.8
817,544.500 ₫,0,3,14,4.6,2048,1,5.0
818,99.000 ₫,-41%,2,15,4.5,103,3,0.0
819,165.000 ₫,-31%,2,2,4.5,901,6,5.0
820,325.000 ₫,0,4,17,4.2,18,0,4.0
821,13.000 ₫,0,4,11,4.1,1433,4,4.0
822,249.000 ₫,0,36,187,4.5,237,2,4.3
823,79.000 ₫,0,14,46,4.5,42,1,4.8
824,649.000 ₫,0,2,10,4.7,12390,2,5.0
825,650.000 ₫,-17%,2,11,4.2,1536,6,5.0
826,15.000 ₫,-50%,3,470,4.7,1228,0,5.0
827,185.000 ₫,0,1,1,4.2,2,1,5.0
828,89.000 ₫,-50%,1,7,4.6,114,1,5.0
829,269.000 ₫,0,2,3,4.6,409,3,5.0
830,309.000 ₫,0,3,1,4.2,304,4,2.0
831,119.000 ₫,-14%,1,8,4.7,367,1,0.0
832,62.000 ₫,-2%,2,4,4.1,4,1,4.5
833,258.000 ₫,-9%,3,17,4.7,64,3,5.0
834,50.000 ₫,0,1,2,3.5,21,1,4.7
835,139.000 ₫,-37%,1,4,4.5,167,1,5.0
836,23.000 ₫,-43%,1,4,4.6,104,1,0.0
837,120.999 ₫,0,0,0,4.6,2048,1,0.0
838,85.000 ₫,-23%,27,123,4.7,471,4,0.0
839,78.000 ₫,0,2,2,4.8,52,1,5.0
840,80.900 ₫,-22%,1,8,4.3,164,1,4.5
841,111.000 ₫,-15%,5,48,4.7,339,2,0.0
842,99.000 ₫,0,5,22,4.6,81,1,4.6
843,222.000 ₫,-25%,1,7,4.9,204,3,5.0
844,109.000 ₫,-13%,36,1,4.2,96,1,5.0
845,190.000 ₫,0,1,124,4.5,481,3,4.5
846,135.000 ₫,0,0,0,4.8,24,1,0.0
847,159.000 ₫,-39%,45,342,4.5,1331,2,4.6
848,204.000 ₫,0,0,2,4.2,3686,8,0.0
849,79.800 ₫,-40%,1,1,4.4,69,10,0.0
850,360.000 ₫,0,1,3,4.7,9,1,4.0
851,30.000 ₫,0,22,483,4.5,481,2,4.8
852,162.500 ₫,-35%,1,2,4.7,14,1,5.0
853,85.000 ₫,-14%,1,2,4.7,479232,1,4.0
854,79.000 ₫,0,6,15,4.7,12390,2,4.8
855,279.000 ₫,0,2,22,4.9,17,1,5.0
856,269.000 ₫,0,2,7,4.7,12390,2,4.5
857,68.310 ₫,0,1,1,4.3,622,3,5.0
858,65.000 ₫,-1%,2,5,4.3,622,3,3.5
859,265.000 ₫,0,50,239,4.5,1331,6,4.5
860,286.110 ₫,-1%,32,160,4.6,481,3,4.5
861,239.000 ₫,0,7,37,4.4,1536,3,0.0
862,199.000 ₫,0,6,17,4.8,106,1,5.0
863,59.999 ₫,0,0,0,4.1,88,1,0.0
864,88.000 ₫,0,1,2,4.7,156,1,5.0
865,181.500 ₫,0,2,6,4.5,54,1,5.0
866,33.000 ₫,0,1,4,4.2,18,0,1.0
867,220.000 ₫,0,13,41,4.6,671,3,0.0
868,183.000 ₫,0,0,0,4.5,3379,8,4.6
869,33.000 ₫,-30%,324,1221,4.1,1433,4,3.7
870,399.000 ₫,0,4,9,4.7,95,5,0.0
871,89.000 ₫,-50%,1,1,4.0,35,3,0.0
872,179.000 ₫,-20%,0,0,4.4,273,1,4.0
873,9.000 ₫,-44%,1,29,4.5,261,0,5.0
874,11.000 ₫,0,2,15,4.8,3,0,5.0
875,133.500 ₫,0,27,105,4.6,382,1,4.8
876,365.000 ₫,0,7,30,4.6,60,1,4.9
877,100.000 ₫,0,1,4,4.7,297,1,5.0
878,212.000 ₫,0,2,4,4.4,178,4,0.0
879,279.000 ₫,-30%,1,3,5.0,81,2,5.0
880,99.000 ₫,0,8,21,4.7,12390,2,5.0
881,85.000 ₫,0,0,0,4.3,632,2,5.0
882,33.320 ₫,-30%,11,11,4.2,104,1,5.0
883,475.000 ₫,-2%,1,28,4.5,25,2,5.0
884,254.999 ₫,0,1,1,4.6,77,1,0.0
885,235.000 ₫,-15%,1,1,4.9,27,1,3.4
886,165.000 ₫,-25%,18,84,4.8,7270,4,4.7
887,275.000 ₫,0,1,13,4.6,104,1,5.0
888,86.000 ₫,-14%,3,14,4.7,397,2,0.0
889,335.000 ₫,-8%,0,2,4.2,20,6,4.7
890,2.379.120 ₫,0,3,4,5.0,2,5,0.0
891,131.900 ₫,-14%,1,1,4.6,114,1,0.0
892,429.000 ₫,0,5,7,4.9,204,4,0.0
893,140.000 ₫,-20%,2,12,4.1,14,1,2.5
894,99.000 ₫,0,1,1,4.8,1,1,5.0
895,113.000 ₫,-20%,0,4,4.4,273,1,0.0
896,65.000 ₫,-21%,0,1,4.3,786,1,0.0
897,77.000 ₫,-6%,10,38,4.4,595,1,4.0
898,49.000 ₫,0,1,2,4.8,30,1,5.0
899,239.000 ₫,0,1,7,4.3,382,2,5.0
900,239.000 ₫,0,4,9,4.9,204,3,5.0
901,200.000 ₫,-8%,1,4,4.7,64,4,4.3
902,329.000 ₫,-30%,1,5,4.7,382,2,5.0
903,438.200 ₫,0,1,1,5.0,54,3,4.0
904,199.000 ₫,-45%,1,17,4.3,0,3,0.0
905,215.600 ₫,-30%,3,27,4.9,204,4,5.0
906,258.000 ₫,0,53,173,4.5,125,3,4.2
907,249.000 ₫,0,0,3,3.4,224,1,0.0
908,113.850 ₫,-1%,1,0,4.4,53,1,4.0
909,790.000 ₫,0,1,2,4.5,246,1,3.7
910,19.500 ₫,0,3,6,4.2,29,0,5.0
911,260.000 ₫,0,32,87,4.1,40,1,5.0
912,799.000 ₫,0,1,1,4.4,820,3,4.2
913,33.000 ₫,0,1,7,4.7,1945,5,4.7
914,138.000 ₫,-43%,3,12,4.3,471,4,0.0
915,78.000 ₫,0,5,39,4.7,127,1,4.0
916,252.000 ₫,-22%,9,25,4.5,291,1,5.0
917,25.000 ₫,0,1,4,4.7,28,0,5.0
918,85.000 ₫,0,1,1,4.7,107,2,4.0
919,7.400 ₫,-1%,1,3,4.4,242,2,5.0
920,82.000 ₫,0,1,6,4.4,394,1,0.0
921,431.200 ₫,-30%,0,2,4.9,125,3,5.0
922,148.000 ₫,-1%,1,2,4.5,204,3,0.0
923,233.100 ₫,-30%,1,11,4.9,204,3,4.8
924,64.500 ₫,0,28,95,4.7,471,4,5.0
925,201.000 ₫,-28%,1,1,3.3,9,1,5.0
926,280.000 ₫,0,1,1,4.6,114,1,1.0
927,339.000 ₫,0,12,582,4.6,40,0,0.0
928,11.000 ₫,-28%,9,35,4.5,1331,2,0.0
929,285.000 ₫,0,11,44,4.8,719,1,4.7
930,79.000 ₫,0,54,789,4.7,916,1,5.0
931,79.000 ₫,0,2,3,3.9,4,1,0.0
932,449.680 ₫,-27%,0,0,4.9,204,3,0.0
933,78.000 ₫,-22%,0,0,4.8,52,1,4.0
934,119.000 ₫,-46%,2,6,4.3,129,1,0.0
935,130.000 ₫,0,0,0,4.7,1945,5,5.0
936,207.000 ₫,0,4,17,4.7,164,2,4.7
937,49.999 ₫,-29%,10,53,4.8,8294,1,5.0
938,78.000 ₫,0,53,388,4.6,1,1,0.0
939,88.000 ₫,0,1,2,4.3,382,1,5.0
940,199.000 ₫,-20%,2,6,4.1,299,2,0.0
941,79.000 ₫,0,1,3,4.5,945,1,1.0
942,115.000 ₫,-23%,11,41,4.7,471,4,4.7
943,47.454 ₫,0,1,7,4.9,10649,3,5.0
944,13.247.000 ₫,-8%,2,10,4.7,49,1,3.0
945,298.000 ₫,0,1,23,4.9,204,3,5.0
946,295.000 ₫,0,5,10,4.4,14,1,4.0
947,110.000 ₫,0,1,8,4.6,15,1,4.6
948,48.000 ₫,-26%,4,19,4.8,52,1,4.0
949,250.000 ₫,0,1,1,4.3,11,1,5.0
950,16.000 ₫,0,2,1,4.1,3,1,5.0
