id,price,discount,review_count,quantity_sold,rate_shop,shop_follow,count_code,rating_avarage
1243,1.098.000 ₫,-15%,14,57,4.7,93,6,4.8
1244,0,0,48,167,4.8,1024,1,4.7
1245,690.000 ₫,-50%,42,147,4.7,479232,8,0
1246,891.000 ₫,-10%,80,286,4.7,1843,3,4.8
1247,237.000 ₫,0,50,161,4.6,1024,3,0
1248,2.590.000 ₫,-43%,180,579,4.6,407,1,0
1249,989.000 ₫,-7%,8,58,4.6,275,3,4.8
1250,790.000 ₫,-43%,17,69,4.8,1024,1,4.9
1251,485.000 ₫,-10%,54,156,4.7,153,1,4.4
1252,590.000 ₫,-31%,312,1094,4.7,536,1,4.8
1253,600.000 ₫,0,103,459,4.7,2457,1,0
1254,890.000 ₫,-41%,20,91,4.7,902,5,4.9
1255,125.000 ₫,0,19,80,4.5,39,1,4.7
1256,999.000 ₫,-23%,19,175,3.7,88,9,3.9
1257,3.990.000 ₫,-48%,2,4,4.7,1945,2,5
1258,0,0,226,534,4.7,479232,2,4.6
1259,405.000 ₫,0,22,81,4.8,187,1,4.6
1260,220.000 ₫,0,37,157,4.9,2969,1,5
1261,1.640.000 ₫,-25%,752,2834,4.7,479232,2,4.7
1262,89.250 ₫,-15%,9,28,4.4,498,1,4.7
1263,1.190.000 ₫,-25%,43,123,4.8,454,6,4.8
1264,950.000 ₫,0,1,4,4.6,756,4,5
1265,742.000 ₫,-32%,244,915,4.7,479232,1,4.8
1266,405.000 ₫,0,35,97,4.7,14540,3,0
1267,59.000 ₫,0,0,0,4.7,479232,9,5
1268,675.000 ₫,-17%,5,29,4.5,390,4,0
1269,1.050.000 ₫,-34%,2,10,4.2,132,1,5
1270,990.000 ₫,0,34,618,4.8,187,1,0
1271,1.190.000 ₫,-17%,91,2604,4.8,350,1,4.3
1272,495.000 ₫,-31%,229,90,5,16,7,5
1273,99.000 ₫,-34%,8,121,4.3,501,2,0
1274,690.000 ₫,-18%,7,11,4.8,1024,2,0
1275,7.190.000 ₫,-19%,19,70,4.7,479232,2,4.7
1276,799.000 ₫,-33%,7,16,4.8,80,1,0
1277,239.000 ₫,-10%,32,92,4.7,124,3,4.9
1278,890.000 ₫,-23%,8,24,4.6,275,3,5
1279,6.890.000 ₫,-27%,28,149,4.8,312,7,0
1280,0,0,17,66,4.7,500,1,0
1281,649.000 ₫,-28%,0,3,4.7,479232,8,4.7
1282,2.479.000 ₫,-45%,15,48,4.4,103,6,4.5
1283,125.000 ₫,0,26,930,4.7,2457,1,0
1284,544.000 ₫,-21%,136,263,4.7,2867,3,0
1285,356.000 ₫,0,50,995,4.7,479232,1,0
1286,535.000 ₫,0,76,13,4.7,479232,6,4.6
1287,249.000 ₫,0,327,68,4.4,45,1,4.4
1288,0,0,7,277,4.7,479232,7,0
1289,3.720.000 ₫,-4%,88,154,4.7,1740,3,4.6
1290,0,0,23,5000+,4.7,479232,9,5
1291,2.309.000 ₫,-7%,6,22,4.7,97,5,0
1292,0,0,739,871,4.7,479232,2,4.7
1293,1.220.000 ₫,-18%,183,128,4.6,407,1,5
1294,649.000 ₫,-4%,7,43,4.7,3584,5,0
1295,826.000 ₫,-36%,7,43,4.6,59,2,4.9
1296,337.000 ₫,-32%,17,66,4.7,479232,6,0
1297,2.448.000 ₫,-17%,28,226,4.2,127,4,0
1298,2.124.000 ₫,0,0,1,4.8,133,2,0
1299,187.000 ₫,-11%,25,127,4.8,1024,1,4.9
1300,450.000 ₫,-24%,9,38,4.6,275,3,4.5
1301,3.290.000 ₫,-22%,20,60,4.5,2867,3,4.9
1302,679.000 ₫,-60%,9,88,4.5,528,2,0
1303,969.000 ₫,-20%,0,0,4.6,136,1,4
1304,710.000 ₫,0,1,10,4.8,350,2,0
1305,0,0,220,2508,4.7,479232,10,0
1306,579.000 ₫,-50%,11,32,5,24,1,0
1307,1.759.000 ₫,-28%,114,315,4.7,24883,4,4.8
1308,1.039.000 ₫,0,20,76,4.6,1228,4,4.5
1309,529.000 ₫,-22%,45,1254,4.7,14540,3,4.6
1310,185.000 ₫,-47%,313,123,4.5,1843,6,4.7
1311,399.000 ₫,-42%,0,0,4.7,1945,1,0
1312,225.000 ₫,0,30,144,4.3,38,1,0
1313,410.000 ₫,0,34,98,4.5,616,1,4
1314,0,0,44,138,4.3,184,4,0
1315,989.000 ₫,-18%,91,395,4.7,479232,6,0
1316,209.200 ₫,0,8,27,4.2,2867,2,2.6
1317,127.547 ₫,0,7,27,4.3,2457,6,0
1318,339.000 ₫,0,0,1,4.6,1843,1,3.5
1319,560.000 ₫,0,23,76,4.9,315,4,0
1320,603.000 ₫,0,115,429,4.6,531,1,0
1321,950.000 ₫,-20%,13,51,4.6,4710,7,0
1322,0,0,8,31,4.8,423,2,0
1323,2.090.000 ₫,-27%,8,4,4.5,531,2,0
1324,1.880.000 ₫,-39%,0,1,4.6,479232,7,0
1325,3.212.300 ₫,0,0,21,4.7,1024,2,0
1326,1.119.000 ₫,0,16,78,4,326,2,4.7
1327,259.000 ₫,-19%,105,266,4.7,479232,9,5
1328,561.000 ₫,-35%,134,332,4.6,359,2,0
1329,1.890.000 ₫,-37%,11,59,4.7,479232,8,0
1330,219.000 ₫,-39%,11,39,4.8,400,2,4.6
1331,1.850.000 ₫,0,1057,3538,4.7,479232,7,0
1332,0,-45%,1,4,4.3,253,1,4
1333,1.649.000 ₫,0,76,231,4.6,1740,5,0
1334,599.000 ₫,-26%,98,273,4.7,479232,7,4.8
1335,120.000 ₫,0,26,193,4.8,31436,4,0
1336,155.000 ₫,-44%,50,104,4.7,1024,1,3.9
1337,199.000 ₫,-50%,9,36,4.8,18,2,0
1338,10.390.000 ₫,-31%,15,71,4.3,554,2,4.7
1339,554.400 ₫,0,6,35,4.6,203,4,4.8
1340,159.000 ₫,-31%,38,152,4.5,1740,1,3.7
1341,1.950.000 ₫,-7%,6,19,4.4,1126,2,0
1342,230.000 ₫,0,11,27,4.8,457,2,0
1343,6.690.000 ₫,-25%,4,33,4.7,4198,8,5
1344,0,0,5,19,4.7,97,5,4.6
1345,465.000 ₫,-20%,51,227,4.7,479232,1,4.6
1346,399.000 ₫,0,85,378,4.7,479232,10,4.1
1347,0,0,105,10,4.2,793,2,0
1348,725.000 ₫,-26%,0,532,4.8,312,8,0
1349,1.849.000 ₫,0,134,0,4.7,479232,9,4.6
1350,171.000 ₫,-8%,0,40,4.6,275,3,0
1351,1.190.000 ₫,0,16,335,4.6,764,3,0
1352,899.000 ₫,0,82,301,4.5,5222,5,4.7
1353,0,0,0,1,4.6,782,3,0
1354,563.000 ₫,-50%,107,90,4.7,2150,5,4.6
1355,349.000 ₫,0,21,240,4.6,407,1,0
1356,189.000 ₫,-47%,24,293,4.7,91,1,4.6
1357,339.000 ₫,-27%,36,24,4.8,400,2,0
1358,219.000 ₫,-34%,7,911,4.4,14643,2,4.4
1359,2.649.000 ₫,0,136,146,4.7,479232,8,4.3
1360,0,-23%,45,146,4.7,479232,1,4.7
1361,750.000 ₫,-46%,21,2134,4.7,511,4,0
1362,760.000 ₫,-15%,375,1045,4.3,166,2,4.3
1363,639.958 ₫,-3%,81,386,4.4,1638,5,4.8
1364,179.000 ₫,-3%,83,33,4.4,6553,1,4.5
1365,680.000 ₫,0,11,304,4.5,5222,3,0
1366,2.680.000 ₫,0,105,169,4.6,163,2,4.8
1367,569.000 ₫,-43%,55,47,4.7,599,2,4.7
1368,1.699.000 ₫,0,11,61,4.7,14643,2,5
1369,599.000 ₫,-26%,34,92,4.6,1638,4,0
1370,3.750.000 ₫,0,22,62,4.9,315,8,0
1371,408.000 ₫,-20%,8,29,4.5,5222,2,4.8
1372,525.000 ₫,-34%,6,19,4.9,3,4,0
1373,795.000 ₫,0,5,22,4.5,42,1,5
1374,1.290.000 ₫,-24%,41,127,4.2,1843,10,5
1375,699.000 ₫,0,2,6,4.7,1945,2,0
1376,140.000 ₫,-24%,1,1,4.8,1024,2,4.2
1377,650.000 ₫,-28%,10,37,4.5,902,5,0
1378,2.190.000 ₫,-24%,15,69,4.7,247,2,0
1379,2.490.000 ₫,-42%,5,29,4.3,1536,6,4.7
1380,541.800 ₫,0,8,40,4.2,1945,1,0
1381,399.000 ₫,-19%,6,9,4.7,554,1,4.4
1382,1.799.000 ₫,-63%,7,24,4.7,479232,2,4.8
1383,1.330.000 ₫,-33%,17,65,4.8,350,2,4.7
1384,871.000 ₫,-24%,0,1,4.7,24883,4,4.4
1385,4.489.000 ₫,-17%,1216,3301,4.7,479232,2,4.6
1386,1.360.000 ₫,0,5,17,4.7,479232,7,0
1387,1.840.000 ₫,-19%,78,222,4.3,501,1,4.6
1388,425.000 ₫,0,0,0,4.7,479232,2,0
1389,519.000 ₫,0,1431,4170,4.7,479232,7,0
1390,0,-27%,57,197,4.6,531,2,0
1391,1.850.000 ₫,0,25,156,4.7,2457,2,0
1392,4.390.000 ₫,0,13,32,4.5,902,7,0
1393,950.000 ₫,-50%,5,34,4.6,130,2,0
1394,1.149.000 ₫,-15%,4,9,4.7,479232,6,4
1395,0,0,641,1689,4.5,814,2,5
1396,1.330.000 ₫,-66%,606,19,4.7,24883,4,4.7
1397,1.690.000 ₫,0,2,1851,4.6,481,3,0
1398,1.499.000 ₫,0,19,62,4.7,479232,2,4.7
1399,80.000 ₫,-29%,7,17,4.7,1638,8,0
1400,3.390.000 ₫,-15%,263,1076,4.7,3584,6,0
1401,1.190.000 ₫,-15%,0,0,4.7,902,5,0
1402,4.990.000 ₫,-17%,13,37,4.8,1024,2,5
1403,1.395.000 ₫,-17%,5,26,4.8,350,2,0
1404,1.880.000 ₫,-2%,10,39,4.7,2457,2,0
1405,429.000 ₫,0,3,25,4.2,2867,2,4.8
1406,75.000 ₫,0,6,62,4.8,187,1,5
1407,278.000 ₫,0,18,25,4.6,637,3,4.7
1408,479.000 ₫,-20%,1,18,4.2,100,1,0
1409,304.999 ₫,0,3,20,4.7,24883,4,5
1410,2.079.000 ₫,-31%,6,41,4.5,423,2,4.3
1411,1.350.000 ₫,-27%,12,9,4.3,501,1,0
1412,650.000 ₫,0,6,22,4.8,400,2,4.8
1413,705.000 ₫,-32%,59,198,4.7,14643,2,4.6
1414,1.500.000 ₫,0,4,10,4.7,2969,3,4.6
1415,2.390.000 ₫,0,131,356,4.6,481,2,4.6
1416,1.490.000 ₫,-23%,10,36,4.4,489,3,5
1417,999.000 ₫,-29%,13,44,4.8,133,2,0
1418,980.000 ₫,0,0,0,4.6,756,4,0
1419,0,-40%,0,0,4.3,554,2,4.3
1420,958.000 ₫,0,181,782,4.7,479232,8,4.7
1421,1.290.000 ₫,0,10,24,4.7,479232,7,3.8
1422,0,-49%,10,32,4.7,4198,8,0
1423,769.000 ₫,-24%,11,76,4.7,247,2,0
1424,145.000 ₫,0,0,241,4.1,107,1,4.4
1425,0,0,27,88,4.7,479232,6,4.9
1426,335.000 ₫,0,9,35,4.6,782,3,0
1427,945.000 ₫,-20%,17,49,4.9,315,5,0
1428,1.168.000 ₫,-37%,27,113,4.5,1536,3,0
1429,0,-44%,122,509,4.7,3,1,0
1430,4.399.000 ₫,0,11,61,4.9,24883,4,0
1431,750.000 ₫,0,63,215,4.3,151,2,4.3
1432,221.570 ₫,-50%,11,45,3.9,10342,4,0
1433,595.000 ₫,0,33,97,4.2,4198,9,4.5
1434,324.900 ₫,0,63,205,4.7,644,6,4.5
1435,2.589.000 ₫,-46%,127,544,4.5,479232,1,4.4
1436,0,0,66,300,4.7,2457,6,0
1437,44.000 ₫,0,12,31,4.9,104,2,0
1438,649.000 ₫,0,161,229,4.2,479,1,4.8
1439,0,-17%,26,434,4.7,1024,2,0
1440,1.250.000 ₫,-39%,13,61,4.8,91,1,4.6
1441,459.000 ₫,0,108,413,4.7,479232,8,4
1442,1.290.000 ₫,-25%,8,9,5,16,7,0
1443,945.000 ₫,0,6,13,4.4,246,1,0
1444,0,-46%,5,134,4.5,2867,3,5
1445,565.000 ₫,-33%,37,83,4.7,104,2,0
1446,790.000 ₫,-3%,19,94,4.9,9,1,0
1447,281.105 ₫,-57%,48,1,4.9,479232,7,4.4
1448,819.000 ₫,-17%,0,90,4.7,165,1,3.7
1449,3.799.000 ₫,-12%,20,50,4.1,3584,5,0
1450,72.399 ₫,0,9,53,4.7,479232,1,4.7
1451,429.000 ₫,-27%,10,3854,4.7,1536,2,4.7
1452,612.000 ₫,-25%,782,3083,4.7,1536,2,0
1453,990.000 ₫,0,878,42,4.7,56,1,4.8
1454,1.490.000 ₫,0,11,58,3.3,14950,1,0
1455,329.000 ₫,0,19,68,4.8,479232,2,4.9
1456,2.899.000 ₫,-28%,7,34,4.8,400,2,4.9
1457,2.350.000 ₫,-28%,5,8,5,16,8,0
1458,950.000 ₫,-38%,2,6,4.7,1945,2,4
1459,0,0,186,1629,4.7,11980,3,4.8
1460,1.650.000 ₫,0,25,102,4.3,14,2,4.6
1461,329.000 ₫,0,6,28,4.1,851,4,0
1462,795.000 ₫,0,22,71,4,88,1,0
1463,569.000 ₫,0,0,2,5,24,1,0
1464,149.999 ₫,-50%,10,11,4.2,201,2,0
1465,419.000 ₫,0,0,1,4.7,479232,1,5
1466,285.000 ₫,0,20,15,4.6,746,1,0
1467,3.990.000 ₫,-38%,4,122,4.2,514,4,0
1468,497.000 ₫,0,38,90,4.7,1843,2,0
1469,439.000 ₫,-45%,10,51,4.5,1126,2,0
1470,570.000 ₫,-37%,16,70,4.8,400,1,5
1471,36.490 ₫,0,16,77,4.3,1228,4,0
1472,250.000 ₫,0,12,42,4.4,1024,1,0
1473,229.000 ₫,-8%,82,265,4.6,130,1,0
1474,429.000 ₫,-28%,13,65,4.5,173,7,4.7
1475,140.000 ₫,0,75,376,4.7,479232,5,0
1476,1.610.000 ₫,-30%,152,477,4.7,3584,6,0
1477,1.540.000 ₫,-14%,478,1285,4.7,479232,3,4.8
1478,0,0,23,526,4.7,11980,3,0
1479,854.000 ₫,-4%,198,69,4.7,1740,1,4.7
1480,399.000 ₫,-33%,60,208,4.7,2457,4,4.5
1481,799.000 ₫,0,5,80,4.5,390,3,4.8
1482,0,0,11,18,4.6,275,3,4.8
1483,279.000 ₫,-30%,29,104,4.6,481,1,0
1484,595.000 ₫,0,5,18,4.4,1024,1,0
1485,350.000 ₫,0,37,159,4.9,2969,1,4.9
1486,190.000 ₫,0,41,166,4.8,187,1,4.7
1487,305.000 ₫,0,26,128,4.9,166,5,3.9
1488,449.000 ₫,0,12,96,4.3,9,5,0
1489,1.080.000 ₫,0,8,31,4.7,479232,10,0
1490,0,0,56,240,4.8,187,1,0
1491,363.000 ₫,0,17,47,4.8,350,1,4.2
1492,141.700 ₫,-35%,15,56,4.3,3584,2,4.9
1493,363.000 ₫,-17%,74,241,4.7,479232,2,4.9
1494,4.815.000 ₫,0,1,7,4.7,479,2,4.4
1495,1.510.000 ₫,0,2,2,4.6,274,3,5
1496,659.000 ₫,-47%,39,263,4.2,14643,2,0
1497,64.000 ₫,0,27,88,4.7,1331,3,4.8
1498,429.000 ₫,-43%,41,119,4.5,2457,6,0
1499,87.878 ₫,0,16,83,4.3,2969,1,0
1500,160.000 ₫,0,46,241,4.9,479232,9,0
1501,81.900 ₫,-16%,65,315,4.7,531,2,0
1502,4.990.000 ₫,-28%,12,28,4.7,691,1,5
1503,189.000 ₫,-43%,53,190,4.7,1945,5,4.8
1504,2.520.000 ₫,0,10,10,4.5,1331,6,4
1505,60.000 ₫,-40%,1,41,4.7,479232,8,4.9
1506,299.000 ₫,-50%,12,55,4.8,1024,3,0
1507,1.650.000 ₫,-38%,51,171,4.7,1843,2,4.8
1508,423.000 ₫,-14%,22,71,4.7,437,9,0
1509,255.000 ₫,-49%,28,105,4.7,91,1,4.8
1510,295.480 ₫,-11%,4,9,4.3,253,1,0
1511,169.000 ₫,0,4,28,3.8,212,1,4.8
1512,699.000 ₫,-13%,13,49,4.5,390,4,0
1513,897.999 ₫,0,6,17,4.7,1638,1,0
1514,3.190.000 ₫,0,21,78,4.2,407,8,0
1515,156.999 ₫,0,8,167,4.1,88,1,0
1516,439.000 ₫,0,10,35,4.6,100,2,4.6
1517,2.519.000 ₫,-28%,108,332,4.6,1228,4,0
1518,1.215.000 ₫,-28%,11,56,4.7,24883,4,4.7
1519,334.899 ₫,0,10,36,4.2,100,1,0
1520,545.000 ₫,0,58,206,4.4,24,1,0
1521,437.000 ₫,0,1,6,4.1,362,5,0
1522,119.000 ₫,0,27,942,4.7,2150,5,4.9
1523,1.946.000 ₫,0,8,20,4.6,227,4,0
1524,750.000 ₫,0,7,40,0,0,0,4.8
1525,20.000 ₫,-50%,5,5,4.2,2252,2,5
1526,295.000 ₫,-27%,8,50,4.7,479232,3,0
1527,3.909.000 ₫,-21%,16,33,4.6,275,3,0
1528,2.200.000 ₫,-28%,1,14,4.7,500,1,5
1529,649.000 ₫,0,17,184,4.6,50,0,4.6
1530,990.000 ₫,-41%,0,0,4.7,1945,2,0
1531,89.990 ₫,0,35,169,4.3,2457,6,4.4
1532,135.000 ₫,-41%,15,64,3.8,123,1,0
1533,230.350 ₫,-15%,0,3,4.4,498,1,4.7
1534,272.000 ₫,-26%,34,112,4.5,1126,4,0
1535,2.099.000 ₫,-13%,9,32,4.5,400,4,4.3
1536,199.000 ₫,0,19,47,4.5,5222,3,0
1537,399.000 ₫,-4%,10,38,4.6,18,1,0
1538,690.000 ₫,0,24,78,3.5,419,2,4.3
1539,728.867 ₫,0,0,0,4,326,2,4.3
1540,290.000 ₫,0,39,216,4.4,597,1,3
1541,128.919 ₫,0,4,47,4.2,2867,2,0
1542,0,0,44,131,4.7,479232,7,0
1543,0,0,4,16,4.7,479232,10,0
1544,0,0,9,44,4.7,479232,6,4.9
1545,1.800.000 ₫,0,17,64,4.8,71,5,4.9
1546,1.149.000 ₫,0,0,0,4.7,479232,7,4.5
1547,1.500.000 ₫,-21%,13,32,4.6,275,3,4.5
1548,1.849.000 ₫,-23%,14,57,4.8,118,2,5
1549,129.000 ₫,-56%,18,102,4.2,1536,7,0
1550,1.590.000 ₫,-41%,28,275,4.5,194,8,0
1551,2.690.000 ₫,0,29,87,4.7,2867,3,0
1552,269.800 ₫,-5%,0,0,4.3,24883,4,4.4
1553,80.000 ₫,-27%,12,56,3.8,123,1,0
1554,1.429.000 ₫,-43%,181,559,4.7,253,1,4.5
1555,512.000 ₫,-26%,207,1175,4.7,479232,1,4.5
1556,289.000 ₫,-24%,65,265,4.7,14540,3,4.7
1557,85.000 ₫,0,13,149,4.4,1024,1,4.4
1558,360.000 ₫,0,50,68,4.6,50,1,0
1559,560.000 ₫,-35%,6,10,5,16,6,0
1560,540.000 ₫,0,23,91,4.5,1843,5,0
1561,439.000 ₫,-38%,249,805,4.7,1843,2,4.5
1562,0,0,508,2198,4.7,479232,8,0
1563,2.330.000 ₫,-19%,57,247,4.7,479232,2,0
1564,560.000 ₫,0,23,61,4.9,315,4,0
1565,320.000 ₫,0,3,8,4.4,62,1,0
1566,809.000 ₫,-12%,9,124,4.7,479232,2,0
1567,750.000 ₫,-44%,3,6,4.7,1740,2,0
1568,486.500 ₫,-3%,40,51,4.4,1024,1,0
1569,20.900.000 ₫,-37%,8,339,4.5,902,7,0
1570,1.390.000 ₫,-47%,9,21,4.7,1945,2,4.8
1571,294.500 ₫,-17%,118,55,4.8,306,1,0
1572,559.000 ₫,0,7,16,4.5,38,3,0
1573,1.186.800 ₫,-37%,3,7,4.7,437,9,0
1574,250.000 ₫,-8%,17,39,4.7,14643,2,0
1575,1.490.000 ₫,-34%,9,35,4.5,48,4,0
1576,399.000 ₫,-25%,4,47,4.8,1024,2,4.8
1577,1.690.000 ₫,-23%,5,13,4.7,479232,1,0
1578,0,0,68,275,4.7,479232,8,4.8
1579,348.000 ₫,-36%,20,56,4.5,865,5,4.7
1580,260.000 ₫,-50%,11,32,4.7,479232,2,4.6
1581,4.150.000 ₫,-34%,405,2719,4.8,1024,2,5
1582,3.450.000 ₫,-28%,9,57,4.5,902,5,0
1583,790.000 ₫,-44%,5,32,4.7,479232,10,0
1584,1.790.000 ₫,-40%,82,506,4.2,274,1,4.3
1585,2.850.000 ₫,-38%,3,10,4.8,312,8,4.8
1586,1.180.000 ₫,-8%,177,913,4.7,11980,3,0
1587,939.000 ₫,-30%,3,3,4.2,2252,2,5
1588,279.000 ₫,0,9,69,4.6,116,3,4.9
1589,99.999 ₫,-37%,16,44,4.7,1843,2,0
1590,293.000 ₫,-38%,66,265,4.7,2457,2,0
1591,685.000 ₫,0,4,18,4.5,22,1,4.8
1592,152.000 ₫,0,0,9,3.4,224,1,0
1593,138.000 ₫,0,13,154,4.8,457,1,0
1594,4.890.000 ₫,-18%,14,44,4.8,454,6,5
1595,2.699.000 ₫,-29%,12,33,4.5,902,7,5
1596,395.000 ₫,0,3,4,4.6,407,2,4.3
1597,649.000 ₫,-30%,85,229,4.7,11980,4,4.7
1598,65.000 ₫,0,20,188,4.6,50,0,5
1599,20.000 ₫,0,35,156,4.6,111,1,0
1600,599.000 ₫,-48%,105,430,4.3,98,1,4.5
1601,499.000 ₫,0,3,10,4.7,479232,2,0
1602,349.000 ₫,-30%,6,30,4.7,551,1,0
1603,7.390.000 ₫,-21%,918,5000+,4.6,479232,1,4.4
1604,859.000 ₫,0,5,12,4.6,16281,2,4.7
1605,369.000 ₫,-30%,0,1,4.5,5836,7,0
1606,1.049.000 ₫,0,90,418,4.6,531,2,0
1607,0,0,116,332,4.4,1024,1,0
1608,248.000 ₫,0,32,135,4.6,4812,3,0
1609,540.000 ₫,-10%,107,397,4.6,1843,1,5
1610,152.100 ₫,0,24,131,4.7,60,1,0
1611,240.000 ₫,0,7,62,4.7,479232,6,5
1612,0,0,7,24,4.7,479232,2,4.5
1613,1.680.000 ₫,-47%,39,147,4.9,102,6,0
1614,2.560.000 ₫,-14%,18,101,4.7,479232,2,4.5
1615,992.000 ₫,-24%,18,62,4.7,479232,2,4.9
1616,2.879.000 ₫,0,23,107,4.6,531,2,4.8
1617,272.000 ₫,-26%,150,444,4.7,479232,6,0
1618,455.000 ₫,0,34,153,4.8,187,1,4.6
1619,99.000 ₫,0,136,361,4.7,888,1,0
1620,1.068.000 ₫,0,3,9,4.6,62,2,0
1621,459.000 ₫,0,25,57,4.5,521,1,0
1622,80.000 ₫,-7%,4,12,4.6,660,2,0
1623,389.000 ₫,-31%,0,4,4.6,407,1,0
1624,8.990.000 ₫,-20%,7,44,4.9,315,4,5
1625,849.000 ₫,-26%,118,432,4.7,24883,4,4.7
1626,419.000 ₫,-48%,55,173,4.7,4198,8,0
1627,1.128.000 ₫,0,20,56,4.5,1536,2,4.8
1628,1.190.000 ₫,-30%,5,49,4.5,63,2,4.4
1629,220.000 ₫,-38%,19,58,4.7,1843,2,4.6
1630,3.170.000 ₫,-9%,67,560,4.7,479232,2,3.3
1631,3.350.000 ₫,0,51,139,4.7,1536,2,4.8
1632,0,0,26,312,4.5,814,2,4.7
1633,55.000 ₫,-21%,65,31,4.9,315,4,4.7
1634,80.000 ₫,-20%,3,30,4.8,368,1,4.7
1635,595.000 ₫,-33%,15,83,4.8,138,2,0
1636,1.380.000 ₫,0,20,74,4.7,479232,10,0
1637,1.690.000 ₫,-38%,0,1,4.7,1945,1,0
1638,669.000 ₫,-39%,3,20,4.3,2457,6,2.6
1639,405.000 ₫,0,5,23,4.7,11980,3,0
1640,125.429 ₫,-29%,3,8,4.4,80,1,5
1641,249.000 ₫,0,6,38,4.7,764,4,0
1642,3.500.000 ₫,0,7,53,4.6,133,5,5
1643,85.900 ₫,0,9,24,4.7,48,8,4.6
1644,59.000 ₫,0,2,11,4.3,253,1,5
1645,0,0,48,185,4.8,187,1,4.9
1646,179.000 ₫,0,7,23,4,357,1,4.5
1647,475.000 ₫,0,8,28,4.7,118,1,0
1648,278.000 ₫,0,6,26,4.2,536,7,0
1649,599.000 ₫,0,2,23,4.3,253,1,0
1650,72.587 ₫,0,9,55,4.3,312,1,0
1651,349.000 ₫,0,2,21,4.8,793,2,4.2
1652,1.610.000 ₫,-24%,91,244,4.7,479232,4,5
1653,768.000 ₫,0,1,19,4.2,514,5,4.8
1654,327.000 ₫,0,88,293,4.5,1843,7,5
1655,0,0,12,64,4.7,479232,4,0
1656,0,0,112,335,4.7,24883,2,4.7
1657,96.000 ₫,0,15,61,4.2,479,7,4.7
1658,547.000 ₫,0,7,42,4.4,1024,1,0
1659,17.000 ₫,0,6,30,3.9,1843,1,4.2
1660,85.000 ₫,0,11,39,4.6,55,0,4.8
1661,479.000 ₫,-20%,415,3671,4.7,479232,1,0
1662,169.000 ₫,0,44,161,4.2,793,2,4.2
1663,679.000 ₫,-31%,6,21,4.6,359,1,5
1664,680.000 ₫,0,9,43,4.4,6553,1,0
1665,0,0,112,1309,4.7,479232,8,4.4
1666,115.000 ₫,0,7,31,4.3,253,1,0
1667,1.749.000 ₫,-35%,12,68,4.8,400,2,0
1668,789.000 ₫,-23%,6,45,4.4,489,2,5
1669,4.475.000 ₫,-29%,50,133,4.6,599,2,0
1670,339.000 ₫,0,12,43,4.7,2457,2,0
1671,2.790.000 ₫,-7%,0,0,4.8,1024,2,4.8
1672,495.000 ₫,-29%,41,87,4.7,1843,3,0
1673,3.990.000 ₫,-43%,5,20,4.6,782,3,4.8
1674,952.000 ₫,-37%,13,30,4.6,4710,7,4.3
1675,4.790.000 ₫,-31%,28,101,4.6,888,5,4.7
1676,1.990.000 ₫,-45%,112,348,4.6,1536,7,0
1677,130.000 ₫,0,6,26,4.2,55,1,4.8
1678,2.090.000 ₫,-28%,5,23,4.3,122,1,5
1679,895.000 ₫,0,6,11,4.2,660,2,4.7
1680,715.000 ₫,0,22,66,4.7,206,2,5
1681,1.550.000 ₫,-3%,9,39,4.7,2457,2,4.4
1682,109.000 ₫,-56%,14,112,4.5,2867,3,4.5
1683,86.330 ₫,-3%,77,322,4.4,47,1,0
1684,74.000 ₫,0,1,16,4.7,97,5,5
1685,1.739.000 ₫,-13%,3,1,4.7,1945,1,0
1686,490.000 ₫,-31%,0,1,4.3,253,1,0
1687,258.000 ₫,0,0,50,4.5,1126,4,5
1688,699.000 ₫,-17%,5,169,4.7,479232,9,0
1689,99.500 ₫,-33%,31,2,4.2,1331,4,5
1690,659.000 ₫,0,12,81,4.3,694,2,4.6
1691,979.000 ₫,-21%,5,7,5,16,7,4.2
1692,1.250.000 ₫,0,11,35,3.8,123,1,4.8
1693,150.000 ₫,0,6,22,4.3,1638,6,4.6
1694,52.100 ₫,-23%,47,171,4.7,479232,1,4.5
1695,220.000 ₫,0,20,85,4.7,24883,4,4.8
1696,2.519.000 ₫,-16%,10,39,4.7,34,1,4.5
1697,110.000 ₫,-31%,14,6,3.9,160,1,0
1698,232.999 ₫,0,2,33,4.5,1638,2,5
1699,139.000 ₫,-30%,6,1,4.5,7475,2,0
1700,557.070 ₫,0,0,136,4.7,2560,1,0
1701,3.390.000 ₫,-7%,49,165,4.7,194,7,0
1702,1.560.000 ₫,-34%,6,15,4.7,479232,7,4.7
1703,231.830 ₫,-3%,25,105,4.2,101,3,4.7
1704,1.989.000 ₫,0,12,43,4.6,2150,7,0
1705,0,-9%,4,8,4.7,133,5,0
1706,2.230.000 ₫,-50%,12,70,5,16,8,4.5
1707,579.000 ₫,0,10,64,4.4,815,1,5
1708,45.000 ₫,-15%,5,23,4.8,350,2,0
1709,1.819.000 ₫,-17%,0,4,4.8,350,2,4.2
1710,2.749.000 ₫,0,18,77,4.6,4710,7,5
1711,959.000 ₫,0,9,45,4.3,143,1,3.8
1712,942.000 ₫,-39%,34,308,4.4,80,1,0
1713,275.000 ₫,-8%,57,128,4.7,1126,4,5
1714,609.000 ₫,-37%,6,27,4.5,11980,4,0
1715,787.000 ₫,-27%,18,47,4.6,481,4,0
